gamma,l,rho,f0
1.1463076923076922,13.0,1.0,0.025
0.5767142857142857,14.0,0.0,0.025
0.49414285714285716,14.0,0.1,0.025
0.4921428571428571,14.0,0.5,0.025
1.395,14.0,1.0,0.025
0.5660000000000001,15.0,0.0,0.025
0.5713333333333334,15.0,0.1,0.025
0.6706666666666667,15.0,0.5,0.025
0.6690666666666666,15.0,1.0,0.025
0.633375,16.0,0.0,0.025
0.655875,16.0,0.1,0.025
0.61025,16.0,0.5,0.025
0.751875,16.0,1.0,0.025
0.7069411764705883,17.0,0.0,0.025
0.6488235294117647,17.0,0.1,0.025
0.8835294117647059,17.0,0.5,0.025
0.756235294117647,17.0,1.0,0.025
0.7851111111111111,18.0,0.0,0.025
0.6763333333333333,18.0,0.1,0.025
0.802,18.0,0.5,0.025
0.5568888888888889,18.0,1.0,0.025
0.6898947368421053,19.0,0.0,0.025
0.7923157894736842,19.0,0.1,0.025
0.9387368421052631,19.0,0.5,0.025
0.7377894736842106,19.0,1.0,0.025
0.7259,20.0,0.0,0.025
0.8402,20.0,0.1,0.025
0.6378,20.0,0.5,0.025
0.8920999999999999,20.0,1.0,0.025
0.7713333333333333,21.0,0.0,0.025
0.8521904761904763,21.0,0.1,0.025
0.821904761904762,21.0,0.5,0.025
0.825047619047619,21.0,1.0,0.025
0.8575454545454545,22.0,0.0,0.025
0.9878181818181818,22.0,0.1,0.025
0.9186363636363637,22.0,0.5,0.025
0.9140909090909091,22.0,1.0,0.025
0.8833043478260869,23.0,0.0,0.025
0.876,23.0,0.1,0.025
0.8773913043478261,23.0,0.5,0.025
0.9775652173913044,23.0,1.0,0.025
0.9931666666666666,24.0,0.0,0.025
0.871,24.0,0.1,0.025
0.9315000000000001,24.0,0.5,0.025
0.8544166666666667,24.0,1.0,0.025
0.9600799999999999,25.0,0.0,0.025
0.88064,25.0,0.1,0.025
1.02536,25.0,0.5,0.025
0.9536,25.0,1.0,0.025
0.9430000000000001,26.0,0.0,0.025
0.8957692307692308,26.0,0.1,0.025
0.9954615384615385,26.0,0.5,0.025
0.982923076923077,26.0,1.0,0.025
0.9262962962962964,27.0,0.0,0.025
0.9685925925925927,27.0,0.1,0.025
0.9986666666666666,27.0,0.5,0.025
1.0165185185185186,27.0,1.0,0.025
0.9743571428571428,28.0,0.0,0.025
0.8559285714285715,28.0,0.1,0.025
1.0159285714285715,28.0,0.5,0.025
0.9363571428571429,28.0,1.0,0.025
1.0364137931034483,29.0,0.0,0.025
1.0389655172413792,29.0,0.1,0.025
1.0149655172413794,29.0,0.5,0.025
0.9693103448275862,29.0,1.0,0.025
0.8966,30.0,0.0,0.025
0.9612666666666667,30.0,0.1,0.025
1.0692666666666668,30.0,0.5,0.025
1.0693333333333332,30.0,1.0,0.025
1.9036000000000002,5.0,0.0,0.05
1.7448000000000001,5.0,0.1,0.05
1.2416,5.0,0.5,0.05
1.8356000000000001,5.0,1.0,0.05
0.006666666666666667,6.0,0.0,0.05
0.10033333333333333,6.0,0.1,0.05
1.7256666666666665,6.0,0.5,0.05
0.008,6.0,1.0,0.05
0.04,7.0,0.0,0.05
0.0074285714285714285,7.0,0.1,0.05
0.009428571428571429,7.0,0.5,0.05
0.014285714285714287,7.0,1.0,0.05
0.031,8.0,0.0,0.05
0.022,8.0,0.1,0.05
0.023,8.0,0.5,0.05
0.01525,8.0,1.0,0.05
0.03266666666666666,9.0,0.0,0.05
0.00044444444444444447,9.0,0.1,0.05
0.028444444444444446,9.0,0.5,0.05
0.05,9.0,1.0,0.05
0.21539999999999998,10.0,0.0,0.05
0.248,10.0,0.1,0.05
0.2318,10.0,0.5,0.05
0.20579999999999998,10.0,1.0,0.05
0.09672727272727273,11.0,0.0,0.05
0.258,11.0,0.1,0.05
0.23963636363636365,11.0,0.5,0.05
0.37654545454545457,11.0,1.0,0.05
0.3476666666666666,12.0,0.0,0.05
