gamma,l,kappa
0.5578231292517006,147.0,8.0
0.5793103448275863,145.0,10.0
0.5882352941176471,153.0,12.0
0.567741935483871,155.0,14.0
0.6190476190476191,147.0,16.0
0.6190476190476191,147.0,18.0
0.5816993464052287,153.0,20.0
0.5436241610738255,149.0,0.0
0.5410958904109588,146.0,2.0
0.5602836879432624,141.0,4.0
0.5882352941176471,153.0,6.0
0.564625850340136,147.0,8.0
0.5821917808219178,146.0,10.0
0.5695364238410596,151.0,12.0
0.5793103448275863,145.0,14.0
0.5771812080536913,149.0,16.0
0.5733333333333334,150.0,18.0
0.6133333333333334,150.0,20.0
0.5374149659863946,147.0,0.0
0.5492957746478873,142.0,2.0
0.5704697986577181,149.0,4.0
0.5806451612903226,155.0,6.0
0.5855263157894737,152.0,8.0
0.5714285714285714,147.0,10.0
0.5878378378378378,148.0,12.0
0.5921052631578948,152.0,14.0
0.5703703703703703,135.0,16.0
0.5945945945945945,148.0,18.0
0.609271523178808,151.0,20.0
0.5244755244755245,143.0,0.0
0.5306122448979591,147.0,2.0
0.5923566878980892,157.0,4.0
0.5584415584415584,154.0,6.0
0.567741935483871,155.0,8.0
0.5886075949367089,158.0,10.0
0.5684931506849316,146.0,12.0
0.5686274509803921,153.0,14.0
0.5859872611464968,157.0,16.0
0.6,150.0,18.0
0.5821917808219178,146.0,20.0
0.5369127516778524,149.0,0.0
0.548611111111111,144.0,2.0
0.5503355704697986,149.0,4.0
0.5734265734265734,143.0,6.0
0.5862068965517241,145.0,8.0
0.5866666666666667,150.0,10.0
0.5935483870967742,155.0,12.0
0.5838926174496645,149.0,14.0
0.5616438356164384,146.0,16.0
0.5972222222222222,144.0,18.0
0.5886524822695035,141.0,20.0
0.5205479452054795,146.0,0.0
0.5657894736842105,152.0,2.0
0.5379310344827586,145.0,4.0
0.5833333333333333,156.0,6.0
0.564625850340136,147.0,8.0
0.58,150.0,10.0
0.6333333333333333,150.0,12.0
0.6013071895424836,153.0,14.0
0.5878378378378378,148.0,16.0
0.5850340136054422,147.0,18.0
0.5886075949367089,158.0,20.0
0.5533333333333333,150.0,0.0
0.5319148936170213,141.0,2.0
0.5633802816901408,142.0,4.0
0.5947712418300654,153.0,6.0
0.58,150.0,8.0
0.5547945205479452,146.0,10.0
0.5555555555555556,144.0,12.0
0.5866666666666667,150.0,14.0
0.5960264900662252,151.0,16.0
0.5958904109589042,146.0,18.0
0.5902777777777778,144.0,20.0
0.5208333333333333,144.0,0.0
0.5704697986577181,149.0,2.0
0.5684931506849316,146.0,4.0
0.5616438356164384,146.0,6.0
0.5655172413793104,145.0,8.0
0.5608108108108107,148.0,10.0
0.5724137931034483,145.0,12.0
0.5675675675675675,148.0,14.0
0.5897435897435898,156.0,16.0
0.5894039735099338,151.0,18.0
0.6159420289855072,138.0,20.0
0.5306122448979591,147.0,0.0
0.5448275862068965,145.0,2.0
0.5704697986577181,149.0,4.0
0.5704225352112676,142.0,6.0
0.5771812080536913,149.0,8.0
0.5743243243243243,148.0,10.0
0.5684931506849316,146.0,12.0
0.581081081081081,148.0,14.0
0.5821917808219178,146.0,16.0
0.5796178343949044,157.0,18.0
0.5933333333333334,150.0,20.0
0.5342465753424658,146.0,0.0
0.5608108108108107,148.0,2.0
0.5540540540540541,148.0,4.0
0.5684931506849316,146.0,6.0
0.5695364238410596,151.0,8.0
0.5816993464052287,153.0,10.0
0.5666666666666667,150.0,12.0
0.5890410958904109,146.0,14.0
0.564935064935065,154.0,16.0
0.5827814569536424,151.0,18.0
0.5850340136054422,147.0,20.0
0.5298013245033113,151.0,0.0
0.543046357615894,151.0,2.0
0.5637583892617449,149.0,4.0
0.6013986013986015,143.0,6.0
0.5657894736842105,152.0,8.0
0.583941605839416,137.0,10.0
0.5723684210526316,152.0,12.0
0.5815602836879432,141.0,14.0
0.5616438356164384,146.0,16.0
0.5833333333333333,144.0,18.0
0.5723684210526316,152.0,20.0
0.5448275862068965,145.0,0.0
0.5586206896551724,145.0,2.0
0.5789473684210527,152.0,4.0
0.5666666666666667,150.0,6.0
0.581081081081081,148.0,8.0
0.5571428571428572,140.0,10.0
0.5586206896551724,145.0,12.0
0.5909090909090909,154.0,14.0
0.5714285714285714,154.0,16.0
0.5894039735099338,151.0,18.0
0.6293706293706294,143.0,20.0
0.5342465753424658,146.0,0.0
0.5684931506849316,146.0,2.0
0.5816993464052287,153.0,4.0
0.5666666666666667,150.0,6.0
0.5652173913043479,138.0,8.0
0.5918367346938775,147.0,10.0
0.5655172413793104,145.0,12.0
0.5789473684210527,152.0,14.0
0.5886524822695035,141.0,16.0
0.5909090909090909,154.0,18.0
0.5945945945945945,148.0,20.0
0.528169014084507,142.0,0.0
0.5629139072847682,151.0,2.0
0.5655172413793104,145.0,4.0
0.5704697986577181,149.0,6.0
0.5666666666666667,150.0,8.0
0.5714285714285714,147.0,10.0
0.564625850340136,147.0,12.0
0.576388888888889,144.0,14.0
0.5704225352112676,142.0,16.0
0.6754966887417219,151.0,18.0
0.6834532374100719,139.0,20.0
0.5202702702702703,148.0,0.0
0.5741935483870968,155.0,2.0
0.5540540540540541,148.0,4.0
0.581081081081081,148.0,6.0
0.5789473684210527,152.0,8.0
0.5906040268456376,149.0,10.0
0.5874125874125874,143.0,12.0
0.5878378378378378,148.0,14.0
0.6217948717948718,156.0,16.0
0.5234899328859061,149.0,18.0
0.5723684210526316,152.0,20.0
0.5578231292517006,147.0,0.0
0.5448275862068965,145.0,2.0
0.5563380281690141,142.0,4.0
0.5741935483870968,155.0,6.0
0.5733333333333334,150.0,8.0
0.6064516129032258,155.0,10.0
0.6,160.0,12.0
0.5862068965517241,145.0,14.0
0.6,150.0,16.0
0.5816993464052287,153.0,18.0
0.6233766233766234,154.0,20.0
0.5342465753424658,146.0,0.0
0.5510204081632654,147.0,2.0
0.5616438356164384,146.0,4.0
0.5786163522012578,159.0,6.0
0.5732484076433121,157.0,8.0
0.5608108108108107,148.0,10.0
0.5796178343949044,157.0,12.0
0.5821917808219178,146.0,14.0
0.5960264900662252,151.0,16.0
0.5925925925925926,162.0,18.0
0.5753424657534246,146.0,20.0
0.5337837837837838,148.0,0.0
0.5666666666666667,150.0,2.0
0.5608108108108107,148.0,4.0
0.5633802816901408,142.0,6.0
0.5743243243243243,148.0,8.0
0.5751633986928104,153.0,10.0
0.5878378378378378,148.0,12.0
0.6013071895424836,153.0,14.0
0.5882352941176471,153.0,16.0
0.5960264900662252,151.0,18.0
0.5972222222222222,144.0,20.0
0.5405405405405406,148.0,0.0
0.5555555555555556,144.0,2.0
0.5733333333333334,150.0,4.0
0.5789473684210527,152.0,6.0
0.5625,144.0,8.0
0.5870967741935484,155.0,10.0
0.5923566878980892,157.0,12.0
0.610738255033557,149.0,14.0
0.5714285714285714,161.0,16.0
0.5555555555555556,126.0,18.0
0.5704697986577181,149.0,20.0
0.5379310344827586,145.0,0.0
0.5562913907284768,151.0,2.0
0.5675675675675675,148.0,4.0
0.5684931506849316,146.0,6.0
0.5655172413793104,145.0,8.0
0.5827814569536424,151.0,10.0
0.5714285714285714,154.0,12.0
0.6209150326797386,153.0,14.0
0.576388888888889,144.0,16.0
0.5944055944055944,143.0,18.0
0.6133333333333334,150.0,20.0
0.5466666666666666,150.0,0.0
0.5496688741721855,151.0,2.0
0.5357142857142857,140.0,4.0
0.5882352941176471,153.0,6.0
0.5827814569536424,151.0,8.0
0.5974025974025974,154.0,10.0
0.5961538461538461,156.0,12.0
0.576388888888889,144.0,14.0
0.5973154362416107,149.0,16.0
0.5827814569536424,151.0,18.0
0.5918367346938775,147.0,20.0
0.5510204081632654,147.0,0.0
0.5789473684210527,152.0,2.0
0.547945205479452,146.0,4.0
0.5724137931034483,145.0,6.0
0.5694444444444444,144.0,8.0
0.581081081081081,148.0,10.0
0.576388888888889,144.0,12.0
0.5714285714285714,147.0,14.0
0.5816993464052287,153.0,16.0
0.5882352941176471,153.0,18.0
0.5673758865248227,141.0,20.0
0.5442176870748299,147.0,0.0
0.5704697986577181,149.0,2.0
0.5723684210526316,152.0,4.0
0.5789473684210527,152.0,6.0
0.5859872611464968,157.0,8.0
0.5894039735099338,151.0,10.0
0.548611111111111,144.0,12.0
0.5859872611464968,157.0,14.0
0.5655172413793104,145.0,16.0
0.5782312925170068,147.0,18.0
0.5931034482758621,145.0,20.0
0.5205479452054795,146.0,0.0
0.5570469798657718,149.0,2.0
0.5629139072847682,151.0,4.0
0.5592105263157895,152.0,6.0
0.5637583892617449,149.0,8.0
0.5675675675675675,148.0,10.0
0.5723684210526316,152.0,12.0
0.5855263157894737,152.0,14.0
0.5703703703703703,135.0,16.0
0.6081081081081081,148.0,18.0
0.5902777777777778,144.0,20.0
0.5347222222222222,144.0,0.0
0.5540540540540541,148.0,2.0
0.5833333333333333,156.0,4.0
0.5902777777777778,144.0,6.0
0.6168831168831168,154.0,8.0
0.5594405594405594,143.0,10.0
0.5857142857142856,140.0,12.0
0.5894039735099338,151.0,14.0
0.5921052631578948,152.0,16.0
0.548611111111111,144.0,18.0
0.5733333333333334,150.0,20.0
0.5347222222222222,144.0,0.0
0.5723684210526316,152.0,2.0
0.5637583892617449,149.0,4.0
0.5555555555555556,144.0,6.0
0.5657894736842105,152.0,8.0
0.574468085106383,141.0,10.0
0.5782312925170068,147.0,12.0
0.5723684210526316,152.0,14.0
0.5769230769230769,156.0,16.0
0.5827814569536424,151.0,18.0
0.5909090909090909,154.0,20.0
0.54,150.0,0.0
0.5637583892617449,149.0,2.0
0.5838926174496645,149.0,4.0
0.5562913907284768,151.0,6.0
0.5827814569536424,151.0,8.0
0.6013513513513513,148.0,10.0
0.6211180124223603,161.0,12.0
0.5815602836879432,141.0,14.0
0.5850340136054422,147.0,16.0
0.554140127388535,157.0,18.0
0.5683453237410072,139.0,20.0
0.5540540540540541,148.0,0.0
0.5655172413793104,145.0,2.0
0.581081081081081,148.0,4.0
0.5507246376811594,138.0,6.0
0.5945945945945945,148.0,8.0
0.5666666666666667,150.0,10.0
0.5921052631578948,152.0,12.0
0.5882352941176471,153.0,14.0
0.5833333333333333,144.0,16.0
0.5555555555555556,144.0,18.0
0.5796178343949044,157.0,20.0
0.527027027027027,148.0,0.0
0.5342465753424658,146.0,2.0
0.5723684210526316,152.0,4.0
0.576388888888889,144.0,6.0
0.5882352941176471,153.0,8.0
0.581081081081081,148.0,10.0
0.5540540540540541,148.0,12.0
0.5804195804195804,143.0,14.0
0.5684931506849316,146.0,16.0
0.3197278911564626,147.0,18.0
0.6071428571428571,140.0,20.0
0.547945205479452,146.0,0.0
0.5599999999999999,150.0,2.0
0.5771812080536913,149.0,4.0
0.5695364238410596,151.0,6.0
0.5655172413793104,145.0,8.0
0.6013071895424836,153.0,10.0
0.5886524822695035,141.0,12.0
0.581081081081081,148.0,14.0
0.5909090909090909,154.0,16.0
0.5761589403973509,151.0,18.0
0.5664335664335665,143.0,20.0
0.5620915032679739,153.0,0.0
0.5524475524475524,143.0,2.0
0.5629139072847682,151.0,4.0
0.5931034482758621,145.0,6.0
0.577922077922078,154.0,8.0
0.551948051948052,154.0,10.0
0.5986394557823129,147.0,12.0
0.6122448979591837,147.0,14.0
0.5986842105263157,152.0,16.0
0.5918367346938775,147.0,18.0
0.58,150.0,20.0
0.5202702702702703,148.0,0.0
0.5510204081632654,147.0,2.0
0.5827814569536424,151.0,4.0
0.5684931506849316,146.0,6.0
0.5714285714285714,147.0,8.0
0.5906040268456376,149.0,10.0
0.5986842105263157,152.0,12.0
0.5850340136054422,147.0,14.0
0.5886075949367089,158.0,16.0
0.5695364238410596,151.0,18.0
0.5503355704697986,149.0,20.0
0.5352112676056338,142.0,0.0
0.5584415584415584,154.0,2.0
0.5625,144.0,4.0
0.5503355704697986,149.0,6.0
0.5793103448275863,145.0,8.0
0.5838926174496645,149.0,10.0
0.581081081081081,148.0,12.0
0.5741935483870968,155.0,14.0
0.5894039735099338,151.0,16.0
0.5882352941176471,153.0,18.0
0.610062893081761,159.0,20.0
0.5359477124183006,153.0,0.0
0.5442176870748299,147.0,2.0
0.5540540540540541,148.0,4.0
0.5866666666666667,150.0,6.0
0.5714285714285714,154.0,8.0
0.5753424657534246,146.0,10.0
0.5743243243243243,148.0,12.0
0.6,145.0,14.0
0.5855263157894737,152.0,16.0
0.5704697986577181,149.0,18.0
0.5931034482758621,145.0,20.0
0.5405405405405406,148.0,0.0
0.5578231292517006,147.0,2.0
0.5533333333333333,150.0,4.0
0.5704697986577181,149.0,6.0
0.5664335664335665,143.0,8.0
0.5933333333333334,150.0,10.0
0.58,150.0,12.0
0.5686274509803921,153.0,14.0
0.5947712418300654,153.0,16.0
0.5906040268456376,149.0,18.0
0.6027397260273972,146.0,20.0
0.5570469798657718,149.0,0.0
0.5753424657534246,146.0,2.0
0.5594405594405594,143.0,4.0
0.5821917808219178,146.0,6.0
0.5859872611464968,157.0,8.0
0.5555555555555556,144.0,10.0
0.5866666666666667,150.0,12.0
0.6907894736842105,152.0,14.0
0.5850340136054422,147.0,16.0
0.6013513513513513,148.0,18.0
0.6149068322981367,161.0,20.0
0.5466666666666666,150.0,0.0
0.5342465753424658,146.0,2.0
0.5510204081632654,147.0,4.0
0.581081081081081,148.0,6.0
0.5789473684210527,152.0,8.0
0.564935064935065,154.0,10.0
0.5973154362416107,149.0,12.0
0.6,150.0,14.0
0.5866666666666667,150.0,16.0
0.6013071895424836,153.0,18.0
0.6121212121212121,165.0,20.0
0.5342465753424658,146.0,0.0
0.5524475524475524,143.0,2.0
0.5448275862068965,145.0,4.0
0.5655172413793104,145.0,6.0
0.5695364238410596,151.0,8.0
0.5838926174496645,149.0,10.0
0.5986842105263157,152.0,12.0
0.5774647887323944,142.0,14.0
0.6,155.0,16.0
0.5506329113924051,158.0,18.0
0.6052631578947368,152.0,20.0
0.5379310344827586,145.0,0.0
0.5704697986577181,149.0,2.0
0.5723684210526316,152.0,4.0
0.5419354838709677,155.0,6.0
0.5448275862068965,145.0,8.0
0.5789473684210527,152.0,10.0
0.5909090909090909,154.0,12.0
0.5576923076923077,156.0,14.0
0.5657894736842105,152.0,16.0
0.6133333333333334,150.0,18.0
0.5886524822695035,141.0,20.0
0.5384615384615385,143.0,0.0
0.5753424657534246,146.0,2.0
0.5578231292517006,147.0,4.0
0.58,150.0,6.0
0.5923566878980892,157.0,8.0
0.576388888888889,144.0,10.0
0.5890410958904109,146.0,12.0
0.5890410958904109,146.0,14.0
0.6209150326797386,153.0,16.0
0.7341772151898734,158.0,18.0
0.5945945945945945,148.0,20.0
0.5170068027210885,147.0,0.0
0.5306122448979591,147.0,2.0
0.5510204081632654,147.0,4.0
0.58,150.0,6.0
0.5947712418300654,153.0,8.0
0.5571428571428572,140.0,10.0
0.5973154362416107,149.0,12.0
0.5771812080536913,149.0,14.0
0.5815602836879432,141.0,16.0
0.5579710144927537,138.0,18.0
0.5793103448275863,145.0,20.0
0.548611111111111,144.0,0.0
0.5616438356164384,146.0,2.0
0.5675675675675675,148.0,4.0
0.548611111111111,144.0,6.0
0.5454545454545454,154.0,8.0
0.5821917808219178,146.0,10.0
0.5695364238410596,151.0,12.0
0.5833333333333333,156.0,14.0
0.6,155.0,16.0
0.6,145.0,18.0
0.5683453237410072,139.0,20.0
0.5503355704697986,149.0,0.0
0.547945205479452,146.0,2.0
0.5723684210526316,152.0,4.0
0.5629139072847682,151.0,6.0
0.5592105263157895,152.0,8.0
0.5882352941176471,153.0,10.0
0.5882352941176471,153.0,12.0
0.5655172413793104,145.0,14.0
0.5806451612903226,155.0,16.0
0.5815602836879432,141.0,18.0
0.610738255033557,149.0,20.0
0.5416666666666667,144.0,0.0
0.5533333333333333,150.0,2.0
0.5866666666666667,150.0,4.0
0.5517241379310345,145.0,6.0
0.5827814569536424,151.0,8.0
0.5886075949367089,158.0,10.0
0.5874125874125874,143.0,12.0
0.5886524822695035,141.0,14.0
0.6326530612244898,147.0,16.0
0.5570469798657718,149.0,18.0
0.5666666666666667,150.0,20.0
0.5584415584415584,154.0,0.0
0.5578231292517006,147.0,2.0
0.5664335664335665,143.0,4.0
0.577922077922078,154.0,6.0
0.5675675675675675,148.0,8.0
0.5782312925170068,147.0,10.0
0.5870967741935484,155.0,12.0
0.5882352941176471,153.0,14.0
0.5774647887323944,142.0,16.0
0.2074074074074074,135.0,18.0
0.5806451612903226,155.0,20.0
0.513888888888889,144.0,0.0
0.5657894736842105,152.0,2.0
0.5578231292517006,147.0,4.0
0.5526315789473684,152.0,6.0
0.5704225352112676,142.0,8.0
0.5657894736842105,152.0,10.0
0.5961538461538461,156.0,12.0
0.5838926174496645,149.0,14.0
0.60625,160.0,16.0
0.5655172413793104,145.0,18.0
0.6040268456375839,149.0,20.0
0.5285714285714286,140.0,0.0
0.5540540540540541,148.0,2.0
0.5695364238410596,151.0,4.0
0.5771812080536913,149.0,6.0
0.5579710144927537,138.0,8.0
0.5785714285714285,140.0,10.0
0.5855263157894737,152.0,12.0
0.5806451612903226,155.0,14.0
0.5714285714285714,147.0,16.0
0.5815602836879432,141.0,18.0
0.5733333333333334,150.0,20.0
0.5422535211267606,142.0,0.0
0.5526315789473684,152.0,2.0
0.5202702702702703,148.0,4.0
0.5578231292517006,147.0,6.0
0.5704697986577181,149.0,8.0
0.5616438356164384,146.0,10.0
0.5906040268456376,149.0,12.0
0.5850340136054422,147.0,14.0
0.6282051282051282,156.0,16.0
0.45637583892617445,149.0,18.0
0.6050955414012739,157.0,20.0
0.5103448275862069,145.0,0.0
0.5655172413793104,145.0,2.0
0.5533333333333333,150.0,4.0
0.5579710144927537,138.0,6.0
0.5714285714285714,147.0,8.0
0.58,150.0,10.0
0.5844155844155845,154.0,12.0
0.5732484076433121,157.0,14.0
0.5974842767295597,159.0,16.0
0.5410958904109588,146.0,18.0
0.6038961038961039,154.0,20.0
0.5342465753424658,146.0,0.0
0.5675675675675675,148.0,2.0
0.5547945205479452,146.0,4.0
0.5524475524475524,143.0,6.0
0.5845070422535211,142.0,8.0
0.610062893081761,159.0,10.0
0.5761589403973509,151.0,12.0
0.6040268456375839,149.0,14.0
0.5633802816901408,142.0,16.0
0.5894039735099338,151.0,18.0
0.5897435897435898,156.0,20.0
0.5410958904109588,146.0,0.0
0.5637583892617449,149.0,2.0
0.5562913907284768,151.0,4.0
0.5592105263157895,152.0,6.0
0.5633802816901408,142.0,8.0
0.5816993464052287,153.0,10.0
0.5785714285714285,140.0,12.0
0.5838926174496645,149.0,14.0
0.576388888888889,144.0,16.0
0.6097560975609756,164.0,18.0
0.5958904109589042,146.0,20.0
0.5436241610738255,149.0,0.0
