gamma,l,kappa
0.19047619047619047,21.0,20.0
0.2236842105263158,76.0,0.0
0.35051546391752575,97.0,1.0
0.45384615384615384,130.0,2.0
0.4696969696969697,132.0,5.0
0.5348837209302325,172.0,10.0
0.325,40.0,20.0
0.21621621621621623,74.0,0.0
0.35416666666666663,96.0,1.0
0.4580152671755725,131.0,2.0
0.5102040816326531,147.0,5.0
0.5426829268292683,164.0,10.0
0.5277777777777778,36.0,20.0
0.2716049382716049,81.0,0.0
0.3879310344827586,116.0,1.0
0.42857142857142855,119.0,2.0
0.4609375,128.0,5.0
0.5722222222222222,180.0,10.0
0.375,32.0,20.0
0.21794871794871792,78.0,0.0
0.29885057471264365,87.0,1.0
0.42857142857142855,126.0,2.0
0.5,154.0,5.0
0.5604395604395604,182.0,10.0
0.37037037037037035,27.0,20.0
0.13846153846153847,65.0,0.0
0.3617021276595745,94.0,1.0
0.40366972477064217,109.0,2.0
0.5222929936305732,157.0,5.0
0.525974025974026,154.0,10.0
0.3870967741935484,31.0,20.0
0.12698412698412698,63.0,0.0
0.4409448818897638,127.0,1.0
0.4473684210526316,114.0,2.0
0.4930555555555555,144.0,5.0
0.48461538461538456,130.0,10.0
0.2903225806451613,31.0,20.0
0.17142857142857143,70.0,0.0
0.35514018691588783,107.0,1.0
0.42857142857142855,112.0,2.0
0.51875,160.0,5.0
0.5,140.0,10.0
0.2962962962962963,27.0,20.0
0.2967032967032967,91.0,0.0
0.4274193548387097,124.0,1.0
0.46280991735537186,121.0,2.0
0.4791666666666667,144.0,5.0
0.515527950310559,161.0,10.0
0.6956521739130435,23.0,20.0
0.25609756097560976,82.0,0.0
0.4134615384615385,104.0,1.0
0.4841269841269841,126.0,2.0
0.5333333333333333,165.0,5.0
0.4817518248175182,137.0,10.0
0.42857142857142855,21.0,20.0
0.20833333333333334,72.0,0.0
0.41025641025641024,117.0,1.0
0.46341463414634143,123.0,2.0
0.49635036496350365,137.0,5.0
0.4919354838709677,124.0,10.0
0.4778761061946903,113.0,20.0
0.17391304347826086,69.0,0.0
0.4298245614035087,114.0,1.0
0.4035087719298246,114.0,2.0
0.5180722891566265,166.0,5.0
0.5465116279069767,172.0,10.0
0.6153846153846154,26.0,20.0
0.08333333333333334,60.0,0.0
0.38461538461538464,104.0,1.0
0.43609022556390975,133.0,2.0
0.4782608695652174,138.0,5.0
0.5517241379310345,174.0,10.0
0.41025641025641024,39.0,20.0
0.16666666666666669,66.0,0.0
0.41525423728813554,118.0,1.0
0.4390243902439025,123.0,2.0
0.4899328859060403,149.0,5.0
0.5380116959064327,171.0,10.0
0.5614035087719298,171.0,20.0
0.21052631578947367,76.0,0.0
0.3023255813953488,86.0,1.0
0.42105263157894735,114.0,2.0
0.4817518248175182,137.0,5.0
0.554945054945055,182.0,10.0
0.5,24.0,20.0
0.13846153846153847,65.0,0.0
0.4035087719298246,114.0,1.0
0.4137931034482759,116.0,2.0
0.5,150.0,5.0
0.5783783783783785,185.0,10.0
0.3055555555555555,36.0,20.0
0.2028985507246377,69.0,0.0
0.3711340206185567,97.0,1.0
0.40869565217391307,115.0,2.0
0.5,146.0,5.0
0.5567010309278351,194.0,10.0
0.22222222222222224,27.0,20.0
0.22666666666666666,75.0,0.0
0.35789473684210527,95.0,1.0
0.44696969696969696,132.0,2.0
0.4651162790697675,129.0,5.0
0.4797297297297297,148.0,10.0
0.4962962962962963,135.0,20.0
0.23684210526315788,76.0,0.0
0.40566037735849053,106.0,1.0
0.47101449275362317,138.0,2.0
0.5159235668789809,157.0,5.0
0.5256410256410257,156.0,10.0
0.43589743589743585,39.0,20.0
0.1971830985915493,71.0,0.0
0.4035087719298246,114.0,1.0
0.44545454545454544,110.0,2.0
0.5103448275862069,145.0,5.0
0.5632183908045977,174.0,10.0
0.6296296296296297,27.0,20.0
0.23376623376623376,77.0,0.0
0.39,100.0,1.0
0.4427480916030534,131.0,2.0
0.5064935064935064,154.0,5.0
0.5103448275862069,145.0,10.0
0.4,35.0,20.0
0.07017543859649122,57.0,0.0
0.42105263157894735,114.0,1.0
0.42477876106194695,113.0,2.0
0.41818181818181815,110.0,5.0
0.5748792270531401,207.0,10.0
0.32142857142857145,28.0,20.0
0.24675324675324678,77.0,0.0
0.3942307692307693,104.0,1.0
0.4632352941176471,136.0,2.0
0.4765625,128.0,5.0
0.5253164556962024,158.0,10.0
0.29166666666666663,24.0,20.0
0.16417910447761194,67.0,0.0
0.40540540540540543,111.0,1.0
0.3925233644859813,107.0,2.0
0.4744525547445256,137.0,5.0
0.5172413793103449,145.0,10.0
0.4838709677419355,124.0,20.0
0.23076923076923075,78.0,0.0
0.4188034188034188,117.0,1.0
0.43965517241379304,116.0,2.0
0.5098039215686274,153.0,5.0
0.5421052631578948,190.0,10.0
0.48275862068965514,29.0,20.0
0.16901408450704225,71.0,0.0
0.3925233644859813,107.0,1.0
0.45038167938931295,131.0,2.0
0.5066666666666666,150.0,5.0
0.5128205128205129,156.0,10.0
0.6666666666666667,33.0,20.0
0.1971830985915493,71.0,0.0
0.38596491228070173,114.0,1.0
0.4409448818897638,127.0,2.0
0.4137931034482759,116.0,5.0
0.5194805194805194,154.0,10.0
0.532967032967033,182.0,20.0
0.22972972972972974,74.0,0.0
0.39285714285714285,112.0,1.0
0.4322033898305085,118.0,2.0
0.48226950354609927,141.0,5.0
0.5357142857142857,168.0,10.0
0.5,136.0,20.0
0.16901408450704225,71.0,0.0
0.37,100.0,1.0
0.47058823529411764,136.0,2.0
0.4899328859060403,149.0,5.0
0.5549132947976878,173.0,10.0
0.3888888888888889,36.0,20.0
0.23684210526315788,76.0,0.0
0.3853211009174312,109.0,1.0
0.4435483870967742,124.0,2.0
0.4748201438848921,139.0,5.0
0.4928571428571429,140.0,10.0
0.4666666666666667,30.0,20.0
0.25641025641025644,78.0,0.0
0.39215686274509803,102.0,1.0
0.4545454545454546,121.0,2.0
0.47727272727272724,132.0,5.0
0.5,138.0,10.0
0.5555555555555556,18.0,20.0
0.1492537313432836,67.0,0.0
0.36363636363636365,99.0,1.0
0.4661654135338346,133.0,2.0
0.4632352941176471,136.0,5.0
0.4805194805194805,154.0,10.0
0.3870967741935484,31.0,20.0
0.21052631578947367,76.0,0.0
0.3564356435643564,101.0,1.0
0.4354838709677419,124.0,2.0
0.4776119402985074,134.0,5.0
0.503448275862069,145.0,10.0
0.496551724137931,145.0,20.0
0.16417910447761194,67.0,0.0
0.32967032967032966,91.0,1.0
0.40540540540540543,111.0,2.0
0.5100671140939597,149.0,5.0
0.5491329479768786,173.0,10.0
0.611111111111111,18.0,20.0
0.24358974358974356,78.0,0.0
0.38613861386138615,101.0,1.0
0.41228070175438597,114.0,2.0
0.5189873417721519,158.0,5.0
0.5428571428571429,175.0,10.0
0.5517241379310345,29.0,20.0
0.2,75.0,0.0
0.3191489361702128,94.0,1.0
0.40540540540540543,111.0,2.0
0.5070422535211268,142.0,5.0
0.5133333333333334,150.0,10.0
0.33333333333333337,30.0,20.0
0.20547945205479454,73.0,0.0
0.38053097345132747,113.0,1.0
0.44800000000000006,125.0,2.0
0.496551724137931,145.0,5.0
0.5337423312883436,163.0,10.0
0.33333333333333337,30.0,20.0
0.13114754098360654,61.0,0.0
0.36363636363636365,99.0,1.0
0.4434782608695652,115.0,2.0
0.5057471264367817,174.0,5.0
0.55,180.0,10.0
0.32142857142857145,28.0,20.0
0.17910447761194032,67.0,0.0
0.35051546391752575,97.0,1.0
0.4224137931034483,116.0,2.0
0.47857142857142854,140.0,5.0
0.537037037037037,162.0,10.0
0.5416666666666667,24.0,20.0
0.2,70.0,0.0
0.38679245283018865,106.0,1.0
0.4298245614035087,114.0,2.0
0.5652173913043479,184.0,5.0
0.4576271186440678,118.0,10.0
0.3225806451612903,31.0,20.0
0.16901408450704225,71.0,0.0
0.3584905660377359,106.0,1.0
0.4656488549618321,131.0,2.0
0.5375722543352601,173.0,5.0
0.5066666666666666,150.0,10.0
0.5159235668789809,157.0,20.0
0.25,76.0,0.0
0.3673469387755102,98.0,1.0
0.4333333333333333,120.0,2.0
0.47286821705426363,129.0,5.0
0.554945054945055,182.0,10.0
0.40909090909090906,22.0,20.0
0.18571428571428572,70.0,0.0
0.4390243902439025,123.0,1.0
0.4434782608695652,115.0,2.0
0.4609375,128.0,5.0
0.5032679738562091,153.0,10.0
0.5161290322580645,31.0,20.0
0.2,75.0,0.0
0.42016806722689076,119.0,1.0
0.3516483516483516,91.0,2.0
0.4647887323943662,142.0,5.0
0.5652173913043479,184.0,10.0
0.5310344827586208,145.0,20.0
0.17142857142857143,70.0,0.0
0.4018691588785047,107.0,1.0
0.37962962962962965,108.0,2.0
0.5034965034965035,143.0,5.0
0.5434782608695652,184.0,10.0
0.4137931034482759,29.0,20.0
0.18571428571428572,70.0,0.0
0.34408602150537637,93.0,1.0
0.4333333333333333,120.0,2.0
0.5095541401273885,157.0,5.0
0.5426829268292683,164.0,10.0
0.2894736842105263,38.0,20.0
0.16417910447761194,67.0,0.0
0.4137931034482759,116.0,1.0
0.45081967213114754,122.0,2.0
0.536144578313253,166.0,5.0
0.5465116279069767,172.0,10.0
0.27999999999999997,25.0,20.0
0.18571428571428572,70.0,0.0
0.4196428571428571,112.0,1.0
0.45081967213114754,122.0,2.0
0.5433526011560693,173.0,5.0
0.5266666666666666,150.0,10.0
0.5925925925925926,27.0,20.0
0.18571428571428572,70.0,0.0
0.36,100.0,1.0
0.48120300751879697,133.0,2.0
0.48201438848920863,139.0,5.0
0.5371428571428571,175.0,10.0
0.25,28.0,20.0
0.24,75.0,0.0
0.37254901960784315,102.0,1.0
0.4224137931034483,116.0,2.0
0.5297619047619048,168.0,5.0
0.46268656716417905,134.0,10.0
0.5075757575757576,132.0,20.0
0.15277777777777776,72.0,0.0
0.37142857142857144,105.0,1.0
0.44800000000000006,125.0,2.0
0.5098039215686274,153.0,5.0
0.5599999999999999,175.0,10.0
0.33333333333333337,33.0,20.0
0.2375,80.0,0.0
0.38541666666666663,96.0,1.0
0.4196428571428571,112.0,2.0
0.46715328467153283,137.0,5.0
0.5106382978723405,141.0,10.0
0.4782608695652174,23.0,20.0
0.24050632911392406,79.0,0.0
0.43636363636363634,110.0,1.0
0.48920863309352514,139.0,2.0
0.5034965034965035,143.0,5.0
0.5572916666666667,192.0,10.0
0.4270833333333333,96.0,20.0
0.13846153846153847,65.0,0.0
0.32967032967032966,91.0,1.0
0.47058823529411764,136.0,2.0
0.5194805194805194,154.0,5.0
0.5321637426900585,171.0,10.0
0.3414634146341463,41.0,20.0
0.14285714285714285,63.0,0.0
0.33333333333333337,96.0,1.0
0.4782608695652174,138.0,2.0
0.48888888888888893,135.0,5.0
0.5228758169934641,153.0,10.0
0.4166666666666667,24.0,20.0
0.28048780487804875,82.0,0.0
0.38,100.0,1.0
0.41525423728813554,118.0,2.0
0.5170068027210885,147.0,5.0
0.5599999999999999,200.0,10.0
0.5135135135135135,148.0,20.0
0.11475409836065573,61.0,0.0
0.3564356435643564,101.0,1.0
0.39805825242718446,103.0,2.0
0.5128205128205129,156.0,5.0
0.5172413793103449,145.0,10.0
0.2962962962962963,27.0,20.0
0.2236842105263158,76.0,0.0
0.36458333333333337,96.0,1.0
0.45669291338582674,127.0,2.0
0.4701492537313433,134.0,5.0
0.5035460992907802,141.0,10.0
0.25,28.0,20.0
0.21621621621621623,74.0,0.0
0.43697478991596633,119.0,1.0
0.4656488549618321,131.0,2.0
0.4596774193548387,124.0,5.0
0.48120300751879697,133.0,10.0
0.23404255319148937,47.0,20.0
0.1971830985915493,71.0,0.0
0.3942307692307693,104.0,1.0
0.3883495145631068,103.0,2.0
0.4434782608695652,115.0,5.0
0.5460122699386503,163.0,10.0
0.5032679738562091,153.0,20.0
0.17391304347826086,69.0,0.0
0.38461538461538464,104.0,1.0
0.40384615384615385,104.0,2.0
0.5,140.0,5.0
0.5234899328859061,149.0,10.0
0.4421052631578948,95.0,20.0
0.16417910447761194,67.0,0.0
0.39603960396039606,101.0,1.0
0.4017857142857143,112.0,2.0
0.49640287769784175,139.0,5.0
0.5384615384615385,169.0,10.0
0.4242424242424242,99.0,20.0
0.16417910447761194,67.0,0.0
0.313953488372093,86.0,1.0
0.4390243902439025,123.0,2.0
0.5029940119760479,167.0,5.0
0.5736842105263158,190.0,10.0
0.28205128205128205,39.0,20.0
0.23684210526315788,76.0,0.0
0.3786407766990291,103.0,1.0
0.4782608695652174,138.0,2.0
0.5136986301369862,146.0,5.0
0.5246913580246914,162.0,10.0
0.25,28.0,20.0
0.1971830985915493,71.0,0.0
0.38738738738738737,111.0,1.0
0.4333333333333333,120.0,2.0
0.5070422535211268,142.0,5.0
0.5348837209302325,172.0,10.0
0.3793103448275862,29.0,20.0
0.16176470588235295,68.0,0.0
0.36458333333333337,96.0,1.0
0.4516129032258065,124.0,2.0
0.42608695652173917,115.0,5.0
0.5594059405940593,202.0,10.0
0.11538461538461538,26.0,20.0
0.22666666666666666,75.0,0.0
0.40366972477064217,109.0,1.0
0.42857142857142855,119.0,2.0
0.5180722891566265,166.0,5.0
0.5459770114942529,174.0,10.0
0.6956521739130435,23.0,20.0
0.2,75.0,0.0
0.3023255813953488,86.0,1.0
0.48201438848920863,139.0,2.0
0.48461538461538456,130.0,5.0
0.5225806451612903,155.0,10.0
0.28125,32.0,20.0
0.24,75.0,0.0
0.3673469387755102,98.0,1.0
0.3684210526315789,95.0,2.0
0.4128440366972477,109.0,5.0
0.5426829268292683,164.0,10.0
0.5555555555555556,18.0,20.0
0.2236842105263158,76.0,0.0
0.41818181818181815,110.0,1.0
0.4017857142857143,112.0,2.0
0.5035460992907802,141.0,5.0
0.5086705202312138,173.0,10.0
0.5161290322580645,31.0,20.0
0.21052631578947367,76.0,0.0
0.40707964601769914,113.0,1.0
0.3917525773195876,97.0,2.0
0.48461538461538456,130.0,5.0
0.5294117647058824,153.0,10.0
0.5036496350364963,137.0,20.0
0.2112676056338028,71.0,0.0
0.40740740740740744,108.0,1.0
0.38613861386138615,101.0,2.0
0.5217391304347826,161.0,5.0
0.5,148.0,10.0
0.175,40.0,20.0
0.19444444444444445,72.0,0.0
0.313953488372093,86.0,1.0
0.415929203539823,113.0,2.0
0.4701492537313433,134.0,5.0
0.49624060150375937,133.0,10.0
0.35365853658536583,82.0,20.0
0.1764705882352941,68.0,0.0
0.38679245283018865,106.0,1.0
0.4416666666666667,120.0,2.0
0.5,150.0,5.0
0.5394736842105263,152.0,10.0
0.36,25.0,20.0
0.2191780821917808,73.0,0.0
0.3146067415730337,89.0,1.0
0.358695652173913,92.0,2.0
0.48,125.0,5.0
0.5625,160.0,10.0
0.3023255813953488,43.0,20.0
0.18571428571428572,70.0,0.0
0.4,110.0,1.0
0.38181818181818183,110.0,2.0
0.5234899328859061,149.0,5.0
0.5133333333333334,150.0,10.0
0.29729729729729726,37.0,20.0
0.25316455696202533,79.0,0.0
0.3963963963963964,111.0,1.0
0.44715447154471544,123.0,2.0
0.5279503105590062,161.0,5.0
0.506578947368421,152.0,10.0
0.35714285714285715,28.0,20.0
0.2236842105263158,76.0,0.0
0.37735849056603776,106.0,1.0
0.4426229508196721,122.0,2.0
0.5432098765432098,162.0,5.0
0.551912568306011,183.0,10.0
0.4,30.0,20.0
0.16666666666666669,66.0,0.0
0.41600000000000004,125.0,1.0
0.4552238805970149,134.0,2.0
0.5279503105590062,161.0,5.0
0.5426829268292683,164.0,10.0
0.27586206896551724,29.0,20.0
0.20547945205479454,73.0,0.0
0.29885057471264365,87.0,1.0
0.41739130434782606,115.0,2.0
0.4724409448818897,127.0,5.0
0.5,148.0,10.0
0.40625,32.0,20.0
0.20270270270270271,74.0,0.0
0.3904761904761905,105.0,1.0
0.46043165467625896,139.0,2.0
0.4896551724137931,145.0,5.0
0.5454545454545454,176.0,10.0
0.375,40.0,20.0
0.2705882352941177,85.0,0.0
0.39215686274509803,102.0,1.0
0.4496124031007752,129.0,2.0
0.5096774193548387,155.0,5.0
0.5449735449735449,189.0,10.0
0.32,25.0,20.0
0.24691358024691357,81.0,0.0
0.3627450980392157,102.0,1.0
0.4,110.0,2.0
0.4333333333333333,120.0,5.0
0.4701492537313433,134.0,10.0
0.32,25.0,20.0
0.06896551724137931,58.0,0.0
0.41228070175438597,114.0,1.0
0.5034013605442177,147.0,2.0
0.5,152.0,5.0
0.5301204819277109,166.0,10.0
0.2727272727272727,33.0,20.0
0.25,80.0,0.0
0.3617021276595745,94.0,1.0
0.40740740740740744,108.0,2.0
0.5069444444444444,144.0,5.0
0.52,150.0,10.0
0.6666666666666667,27.0,20.0
0.25641025641025644,78.0,0.0
0.3963963963963964,111.0,1.0
0.42735042735042733,117.0,2.0
0.535031847133758,157.0,5.0
0.5038167938931297,131.0,10.0
0.34375,32.0,20.0
0.1492537313432836,67.0,0.0
0.383177570093458,107.0,1.0
0.38679245283018865,106.0,2.0
0.513888888888889,144.0,5.0
0.5497076023391813,171.0,10.0
0.16,25.0,20.0
0.2191780821917808,73.0,0.0
0.38461538461538464,104.0,1.0
0.4390243902439025,123.0,2.0
0.5189873417721519,158.0,5.0
0.5529411764705883,170.0,10.0
0.2777777777777778,36.0,20.0
0.11290322580645162,62.0,0.0
0.35416666666666663,96.0,1.0
0.43589743589743585,117.0,2.0
0.5449438202247191,178.0,5.0
0.5416666666666667,168.0,10.0
0.5652173913043479,207.0,20.0
0.24050632911392406,79.0,0.0
0.3888888888888889,108.0,1.0
0.3786407766990291,103.0,2.0
0.49375,160.0,5.0
0.5449101796407185,167.0,10.0
0.5100671140939597,149.0,20.0
0.17910447761194032,67.0,0.0
0.3232323232323232,99.0,1.0
0.4354838709677419,124.0,2.0
0.512987012987013,154.0,5.0
0.5142857142857143,140.0,10.0
0.4895104895104895,143.0,20.0
0.1492537313432836,67.0,0.0
0.43589743589743585,117.0,1.0
0.4205607476635514,107.0,2.0
0.5159235668789809,157.0,5.0
0.551912568306011,183.0,10.0
0.7037037037037037,27.0,20.0
0.28735632183908044,87.0,0.0
0.37623762376237624,101.0,1.0
0.49333333333333335,150.0,2.0
0.4901960784313726,153.0,5.0
0.5555555555555556,189.0,10.0
0.55,20.0,20.0
0.1780821917808219,73.0,0.0
0.34408602150537637,93.0,1.0
0.3297872340425532,94.0,2.0
0.5192307692307693,156.0,5.0
0.5066666666666666,150.0,10.0
0.36666666666666664,30.0,20.0
0.2191780821917808,73.0,0.0
0.39285714285714285,112.0,1.0
0.44881889763779526,127.0,2.0
0.4900662251655629,151.0,5.0
0.5246913580246914,162.0,10.0
0.3181818181818182,22.0,20.0
0.20833333333333334,72.0,0.0
0.3617021276595745,94.0,1.0
0.3823529411764706,102.0,2.0
0.5,144.0,5.0
0.4230769230769231,104.0,10.0
0.125,24.0,20.0
0.21333333333333332,75.0,0.0
0.39805825242718446,103.0,1.0
0.43965517241379304,116.0,2.0
0.525,160.0,5.0
0.5397727272727273,176.0,10.0
0.30434782608695654,23.0,20.0
0.1971830985915493,71.0,0.0
0.40909090909090906,110.0,1.0
0.45925925925925926,135.0,2.0
0.49275362318840576,138.0,5.0
0.47857142857142854,140.0,10.0
0.3225806451612903,31.0,20.0
0.21333333333333332,75.0,0.0
0.3814432989690722,97.0,1.0
0.43965517241379304,116.0,2.0
0.453125,128.0,5.0
0.5402298850574713,174.0,10.0
0.6666666666666667,24.0,20.0
0.08771929824561403,57.0,0.0
0.3925233644859813,107.0,1.0
0.47586206896551725,145.0,2.0
0.5033557046979865,149.0,5.0
0.5272727272727272,165.0,10.0
0.3548387096774194,31.0,20.0
0.23076923076923075,78.0,0.0
0.39449541284403666,109.0,1.0
0.4632352941176471,136.0,2.0
0.5253164556962024,158.0,5.0
0.509933774834437,151.0,10.0
0.5161290322580645,31.0,20.0
0.2682926829268293,82.0,0.0
0.42608695652173917,115.0,1.0
0.4609375,128.0,2.0
0.5,136.0,5.0
0.5102040816326531,147.0,10.0
0.33333333333333337,36.0,20.0
0.2236842105263158,76.0,0.0
0.38679245283018865,106.0,1.0
0.4426229508196721,122.0,2.0
0.5031847133757962,157.0,5.0
0.5454545454545454,176.0,10.0
0.4925373134328358,134.0,20.0
0.1891891891891892,74.0,0.0
0.39215686274509803,102.0,1.0
0.4220183486238532,109.0,2.0
0.4859154929577465,142.0,5.0
0.5471698113207547,159.0,10.0
0.5316455696202531,158.0,20.0
0.2207792207792208,77.0,0.0
