p_l,l,kappa
0.00114302,128.0,1.0
0.0028455,129.0,1.0
0.00017635,130.0,1.0
0.0001024,83.0,2.0
0.00112248,84.0,2.0
0.0005609533333333334,85.0,2.0
0.0021407733333333335,86.0,2.0
0.00518152,87.0,2.0
0.009081473333333333,88.0,2.0
0.014613233333333333,89.0,2.0
0.017390786666666668,90.0,2.0
0.025391533333333334,91.0,2.0
0.027644966666666666,92.0,2.0
0.024793613333333332,93.0,2.0
0.025733946666666667,94.0,2.0
0.027922086666666665,95.0,2.0
0.02343124,96.0,2.0
0.020109633333333335,97.0,2.0
0.028361686666666667,98.0,2.0
0.03448552666666667,99.0,2.0
0.034415673333333334,100.0,2.0
0.03804432666666667,101.0,2.0
0.037515026666666666,102.0,2.0
0.03581968,103.0,2.0
0.03155110666666667,104.0,2.0
0.03073696,105.0,2.0
0.03669869333333333,106.0,2.0
0.03451364666666667,107.0,2.0
0.030513086666666668,108.0,2.0
0.025411973333333334,109.0,2.0
0.024049266666666666,110.0,2.0
0.01888452,111.0,2.0
0.02171784,112.0,2.0
0.023926373333333334,113.0,2.0
0.026117786666666667,114.0,2.0
0.025525306666666667,115.0,2.0
0.026629966666666668,116.0,2.0
0.03171792666666667,117.0,2.0
0.024862646666666665,118.0,2.0
0.020530766666666665,119.0,2.0
0.01474362,120.0,2.0
0.0108974,121.0,2.0
0.014114253333333333,122.0,2.0
0.010066966666666666,123.0,2.0
0.012715066666666667,124.0,2.0
0.0123814,125.0,2.0
0.011692366666666667,126.0,2.0
0.009146306666666666,127.0,2.0
0.00595632,128.0,2.0
0.007258033333333334,129.0,2.0
0.006446506666666667,130.0,2.0
0.004777713333333333,131.0,2.0
0.004172633333333333,132.0,2.0
0.00266682,133.0,2.0
0.0029436,134.0,2.0
0.0017596933333333333,135.0,2.0
0.00057622,136.0,2.0
0.00027392666666666666,137.0,2.0
0.00016072666666666667,138.0,2.0
0.00025795,98.0,3.0
0.00060141,99.0,3.0
0.00114504,100.0,3.0
0.00387025,101.0,3.0
0.00498468,102.0,3.0
0.006658675,103.0,3.0
0.00643945,104.0,3.0
0.006986475,105.0,3.0
0.01049933,106.0,3.0
0.010303035,107.0,3.0
0.013865005,108.0,3.0
0.01788798,109.0,3.0
0.01988988,110.0,3.0
0.02458823,111.0,3.0
0.02167614,112.0,3.0
0.02194899,113.0,3.0
0.02320607,114.0,3.0
0.02749848,115.0,3.0
0.031132845,116.0,3.0
0.031547285,117.0,3.0
0.044710315,118.0,3.0
0.047201955,119.0,3.0
0.04921104,120.0,3.0
0.04603841,121.0,3.0
0.0416572,122.0,3.0
0.037100835,123.0,3.0
0.043263675,124.0,3.0
0.051128835,125.0,3.0
0.044528955,126.0,3.0
0.034395905,127.0,3.0
0.034684005,128.0,3.0
0.028245,129.0,3.0
0.028844575,130.0,3.0
0.0268322,131.0,3.0
0.02660703,132.0,3.0
0.02113403,133.0,3.0
0.01738475,134.0,3.0
0.014576035,135.0,3.0
0.016640295,136.0,3.0
0.017324615,137.0,3.0
0.011846635,138.0,3.0
0.009458475,139.0,3.0
0.00653715,140.0,3.0
0.005244935,141.0,3.0
0.002558235,142.0,3.0
0.00233983,143.0,3.0
0.00263407,144.0,3.0
0.001345525,145.0,3.0
0.000484935,146.0,3.0
0.000713475,147.0,3.0
0.000339875,148.0,3.0
0.00037918,102.0,4.0
0.00131492,103.0,4.0
0.001537556,104.0,4.0
0.000505648,105.0,4.0
0.000437684,106.0,4.0
0.001138208,107.0,4.0
0.000939404,108.0,4.0
0.00224582,109.0,4.0
0.004607352,110.0,4.0
0.008032644,111.0,4.0
0.00958342,112.0,4.0
0.01320548,113.0,4.0
0.015916928,114.0,4.0
0.014921832,115.0,4.0
0.018402764,116.0,4.0
0.0213048,117.0,4.0
0.020590176,118.0,4.0
0.020726432,119.0,4.0
0.022224452,120.0,4.0
0.027442384,121.0,4.0
0.029954376,122.0,4.0
0.025709224,123.0,4.0
0.032181948,124.0,4.0
0.025213648,125.0,4.0
0.024747308,126.0,4.0
0.026308752,127.0,4.0
0.026357552,128.0,4.0
0.028029668,129.0,4.0
0.030195852,130.0,4.0
0.025810708,131.0,4.0
0.030515176,132.0,4.0
0.034972652,133.0,4.0
0.027279732,134.0,4.0
0.027834928,135.0,4.0
0.025459736,136.0,4.0
0.025219368,137.0,4.0
0.021279056,138.0,4.0
0.01885964,139.0,4.0
0.01713988,140.0,4.0
0.018799888,141.0,4.0
0.016985792,142.0,4.0
0.021417312,143.0,4.0
0.020076688,144.0,4.0
0.017333312,145.0,4.0
0.01766538,146.0,4.0
0.015413776,147.0,4.0
0.01135094,148.0,4.0
0.00687502,149.0,4.0
0.006821208,150.0,4.0
0.005046808,151.0,4.0
0.0068343,152.0,4.0
0.012857436,153.0,4.0
0.00896798,154.0,4.0
0.011083528,155.0,4.0
0.00807214,156.0,4.0
0.007784192,157.0,4.0
0.00755056,158.0,4.0
0.004325376,159.0,4.0
0.003622432,160.0,4.0
0.00511112,161.0,4.0
0.004447988,162.0,4.0
0.004566572,163.0,4.0
0.003470544,164.0,4.0
0.002889252,165.0,4.0
0.00514944,166.0,4.0
0.006572104,167.0,4.0
0.006973856,168.0,4.0
0.006101576,169.0,4.0
0.0040542,170.0,4.0
0.00366628,171.0,4.0
0.00186996,172.0,4.0
0.001972312,173.0,4.0
0.001338608,174.0,4.0
0.001162692,175.0,4.0
0.000680508,176.0,4.0
0.001376336,177.0,4.0
0.000953784,178.0,4.0
0.000232512,179.0,4.0
6.32e-6,93.0,5.0
0.00015176666666666668,94.0,5.0
0.00033619666666666667,95.0,5.0
0.0006718633333333333,96.0,5.0
0.00041107333333333335,97.0,5.0
0.0006328066666666666,98.0,5.0
0.00139158,99.0,5.0
0.0015156066666666666,100.0,5.0
0.0016912266666666666,101.0,5.0
0.0014257166666666666,102.0,5.0
0.0025592833333333335,103.0,5.0
0.0032014133333333333,104.0,5.0
0.0041802,105.0,5.0
0.006983853333333333,106.0,5.0
0.006765703333333334,107.0,5.0
0.0057381866666666665,108.0,5.0
0.00327082,109.0,5.0
0.004358853333333333,110.0,5.0
0.005843013333333333,111.0,5.0
0.00857502,112.0,5.0
0.01002877,113.0,5.0
0.010229856666666667,114.0,5.0
0.008049613333333334,115.0,5.0
0.01024066,116.0,5.0
0.01563156,117.0,5.0
0.020526236666666666,118.0,5.0
0.020531453333333335,119.0,5.0
0.0218004,120.0,5.0
0.02440184,121.0,5.0
0.029849963333333333,122.0,5.0
0.02224177,123.0,5.0
0.022957633333333335,124.0,5.0
0.02309943,125.0,5.0
0.0207662,126.0,5.0
0.019182366666666666,127.0,5.0
0.020356593333333332,128.0,5.0
0.021616246666666665,129.0,5.0
0.023025476666666666,130.0,5.0
0.021588566666666666,131.0,5.0
0.022015166666666666,132.0,5.0
0.023677843333333334,133.0,5.0
0.02770008,134.0,5.0
0.024552646666666667,135.0,5.0
0.03175438333333333,136.0,5.0
0.03416361,137.0,5.0
0.03450228,138.0,5.0
0.03609263333333333,139.0,5.0
0.03007195333333333,140.0,5.0
0.026184433333333333,141.0,5.0
0.02372435666666667,142.0,5.0
0.018088523333333332,143.0,5.0
0.014880543333333333,144.0,5.0
0.01180638,145.0,5.0
0.013554533333333334,146.0,5.0
0.014143296666666666,147.0,5.0
0.012438706666666667,148.0,5.0
0.01092812,149.0,5.0
0.011994253333333333,150.0,5.0
0.01120415,151.0,5.0
0.013665723333333333,152.0,5.0
0.01078551,153.0,5.0
0.009064606666666667,154.0,5.0
0.010844676666666667,155.0,5.0
0.011470593333333333,156.0,5.0
0.007908653333333333,157.0,5.0
0.00677631,158.0,5.0
0.00408072,159.0,5.0
0.00416687,160.0,5.0
0.004758823333333334,161.0,5.0
0.00395072,162.0,5.0
0.0038790033333333334,163.0,5.0
0.0037664,164.0,5.0
0.003829093333333333,165.0,5.0
0.0034662166666666666,166.0,5.0
0.004458296666666667,167.0,5.0
0.006289743333333334,168.0,5.0
0.0053832866666666665,169.0,5.0
0.0053369233333333335,170.0,5.0
0.004132673333333333,171.0,5.0
0.0032284466666666666,172.0,5.0
0.0034721466666666665,173.0,5.0
0.0016165566666666666,174.0,5.0
0.0023503533333333335,175.0,5.0
0.0014726866666666667,176.0,5.0
0.00012906,177.0,5.0
0.00016171333333333334,178.0,5.0
0.00024116,179.0,5.0
0.00012125818181818182,110.0,10.0
0.0006326272727272727,111.0,10.0
0.0007441254545454545,112.0,10.0
0.0011686254545454546,113.0,10.0
0.0023937036363636363,114.0,10.0
0.0028905854545454544,115.0,10.0
0.0022495145454545454,116.0,10.0
0.0029483472727272727,117.0,10.0
0.002598381818181818,118.0,10.0
0.004186303636363636,119.0,10.0
0.0049554381818181815,120.0,10.0
0.0051331,121.0,10.0
0.00661958,122.0,10.0
0.008712541818181818,123.0,10.0
0.01079204,124.0,10.0
0.009248283636363637,125.0,10.0
0.007634318181818182,126.0,10.0
0.012511827272727273,127.0,10.0
0.013628096363636363,128.0,10.0
0.01677670181818182,129.0,10.0
0.01508420909090909,130.0,10.0
0.015754061818181817,131.0,10.0
0.013868234545454546,132.0,10.0
0.016243965454545456,133.0,10.0
0.020469718181818183,134.0,10.0
0.021603227272727274,135.0,10.0
0.019867647272727273,136.0,10.0
0.019452365454545456,137.0,10.0
0.019706636363636364,138.0,10.0
0.022073981818181817,139.0,10.0
0.022465363636363637,140.0,10.0
0.023817587272727272,141.0,10.0
0.026019265454545453,142.0,10.0
0.027926852727272727,143.0,10.0
0.025225721818181817,144.0,10.0
0.028661903636363638,145.0,10.0
0.03249430363636364,146.0,10.0
0.03354538,147.0,10.0
0.027420812727272727,148.0,10.0
0.027530398181818183,149.0,10.0
0.02926816,150.0,10.0
0.03104765090909091,151.0,10.0
0.029227774545454544,152.0,10.0
0.03043247090909091,153.0,10.0
0.03247667454545455,154.0,10.0
0.03389220181818182,155.0,10.0
0.026386361818181818,156.0,10.0
0.022386167272727273,157.0,10.0
0.02211139090909091,158.0,10.0
0.019450507272727274,159.0,10.0
0.015439787272727273,160.0,10.0
0.016362123636363635,161.0,10.0
0.013076952727272727,162.0,10.0
0.009722250909090908,163.0,10.0
0.007759147272727273,164.0,10.0
0.0076827781818181815,165.0,10.0
0.006630492727272727,166.0,10.0
0.006123434545454546,167.0,10.0
0.005150123636363637,168.0,10.0
0.004307172727272727,169.0,10.0
0.00412104,170.0,10.0
0.0036693418181818183,171.0,10.0
0.0036417927272727273,172.0,10.0
0.003320227272727273,173.0,10.0
0.005553689090909091,174.0,10.0
0.0038108854545454546,175.0,10.0
0.004420012727272727,176.0,10.0
0.004760878181818182,177.0,10.0
0.002579247272727273,178.0,10.0
0.0033917,179.0,10.0
0.003141421818181818,180.0,10.0
0.002831827272727273,181.0,10.0
0.0032366345454545456,182.0,10.0
0.002789552727272727,183.0,10.0
0.0012664363636363635,184.0,10.0
0.001177470909090909,185.0,10.0
0.0010617018181818183,186.0,10.0
0.0008233745454545454,187.0,10.0
0.0002921054545454545,188.0,10.0
7.605714285714286e-6,76.0,20.0
3.397714285714286e-5,77.0,20.0
0.0001894161904761905,78.0,20.0
0.00046401809523809526,79.0,20.0
0.0006667238095238096,80.0,20.0
0.0004568,81.0,20.0
0.000653927619047619,82.0,20.0
0.0006718885714285714,83.0,20.0
0.0010157666666666667,84.0,20.0
0.0014297266666666666,85.0,20.0
0.0017578466666666667,86.0,20.0
0.0021948,87.0,20.0
0.003065629523809524,88.0,20.0
0.003370530476190476,89.0,20.0
0.003761781904761905,90.0,20.0
0.004822879047619048,91.0,20.0
0.005893907619047619,92.0,20.0
0.006967493333333333,93.0,20.0
0.0066415885714285715,94.0,20.0
0.006290711428571428,95.0,20.0
0.007082009523809524,96.0,20.0
0.00675268,97.0,20.0
0.0069269828571428575,98.0,20.0
0.0064962152380952385,99.0,20.0
0.007281884761904762,100.0,20.0
0.008243122857142857,101.0,20.0
0.007797862857142857,102.0,20.0
0.007633073333333333,103.0,20.0
0.009453861904761905,104.0,20.0
0.009943974285714285,105.0,20.0
0.009894990476190477,106.0,20.0
0.01003321238095238,107.0,20.0
0.010995233333333333,108.0,20.0
0.012384566666666666,109.0,20.0
0.012775332380952381,110.0,20.0
0.01443224761904762,111.0,20.0
0.015359122857142858,112.0,20.0
0.014566018095238095,113.0,20.0
0.01636751142857143,114.0,20.0
0.01867582380952381,115.0,20.0
0.021451344761904762,116.0,20.0
0.021357818095238096,117.0,20.0
0.023889885714285714,118.0,20.0
0.02279644761904762,119.0,20.0
0.019503942857142856,120.0,20.0
0.022599905714285714,121.0,20.0
0.01990645714285714,122.0,20.0
0.018295302857142856,123.0,20.0
0.019468505714285714,124.0,20.0
0.02064468380952381,125.0,20.0
0.022412605714285716,126.0,20.0
0.02297505523809524,127.0,20.0
0.021725715238095238,128.0,20.0
0.021587404761904763,129.0,20.0
0.02359964380952381,130.0,20.0
0.02473428380952381,131.0,20.0
0.0244258,132.0,20.0
0.02412254380952381,133.0,20.0
0.02265030666666667,134.0,20.0
0.023839157142857142,135.0,20.0
0.023045191428571428,136.0,20.0
0.020600258095238095,137.0,20.0
0.021749626666666667,138.0,20.0
0.019767990476190475,139.0,20.0
0.019441146666666666,140.0,20.0
0.017043850476190475,141.0,20.0
0.01594801142857143,142.0,20.0
0.015081960952380952,143.0,20.0
0.013726506666666667,144.0,20.0
0.012835854285714286,145.0,20.0
0.011971170476190476,146.0,20.0
0.010320747619047619,147.0,20.0
0.010446510476190477,148.0,20.0
0.009672581904761906,149.0,20.0
0.008438394285714286,150.0,20.0
0.006863072380952381,151.0,20.0
0.006797526666666667,152.0,20.0
0.006923860952380952,153.0,20.0
0.006417095238095238,154.0,20.0
0.004079686666666667,155.0,20.0
0.003503037142857143,156.0,20.0
0.0030500609523809526,157.0,20.0
0.0034839619047619045,158.0,20.0
0.0022539009523809524,159.0,20.0
0.002435502857142857,160.0,20.0
0.0026763638095238097,161.0,20.0
0.0018947580952380953,162.0,20.0
0.0014674476190476191,163.0,20.0
0.001826152380952381,164.0,20.0
0.001766415238095238,165.0,20.0
0.0009407676190476191,166.0,20.0
0.0012233619047619048,167.0,20.0
0.0006458761904761905,168.0,20.0
0.00032436285714285715,169.0,20.0
0.0007615009523809523,170.0,20.0
0.0005636752380952381,171.0,20.0
0.00034057238095238095,172.0,20.0
0.0004168809523809524,173.0,20.0
0.0005841266666666667,174.0,20.0
0.0004644704761904762,175.0,20.0
0.0002763914285714286,176.0,20.0
0.00029336095238095236,177.0,20.0
0.00019703714285714287,178.0,20.0
0.0005589495238095239,179.0,20.0
0.0006351209523809524,180.0,20.0
0.00038721714285714287,181.0,20.0
0.0002653190476190476,182.0,20.0
7.971714285714286e-5,183.0,20.0
7.309047619047619e-5,184.0,20.0
1.0495121951219512e-5,112.0,40.0
2.2966341463414635e-5,113.0,40.0
1.8484878048780488e-5,114.0,40.0
0.00011928146341463415,115.0,40.0
0.0003147317073170732,116.0,40.0
0.0005881243902439024,117.0,40.0
0.000987528780487805,118.0,40.0
0.0019095434146341463,119.0,40.0
0.003920976097560975,120.0,40.0
0.0067269848780487805,121.0,40.0
0.009227589756097561,122.0,40.0
0.013819639024390243,123.0,40.0
0.021142399512195122,124.0,40.0
0.032801694146341466,125.0,40.0
0.046746437073170735,126.0,40.0
0.07001071463414635,127.0,40.0
0.1004982375609756,128.0,40.0
0.14384747707317072,129.0,40.0
0.20290755073170733,130.0,40.0
0.1276688,131.0,40.0
0.07867694390243903,132.0,40.0
0.04914483170731707,133.0,40.0
0.03157936536585366,134.0,40.0
0.02076488048780488,135.0,40.0
0.013250673170731708,136.0,40.0
0.008587574634146342,137.0,40.0
0.005632460975609756,138.0,40.0
0.003916116097560976,139.0,40.0
0.0023393560975609757,140.0,40.0
0.0011981590243902438,141.0,40.0
0.0007185629268292683,142.0,40.0
0.0004883287804878049,143.0,40.0
0.00021918926829268292,144.0,40.0
7.605365853658537e-5,145.0,40.0
4.135609756097561e-6,146.0,40.0
2.5845365853658536e-5,147.0,40.0
3.341560975609756e-5,148.0,40.0
4.290780487804878e-5,149.0,40.0
1.1542926829268293e-5,150.0,40.0
