gamma,l,rho,f0
1.2745454545454544,22.0,1.0,0.05
1.4897391304347827,23.0,0.0,0.05
1.2981739130434782,23.0,0.1,0.05
1.7166086956521738,23.0,0.5,0.05
1.566,23.0,1.0,0.05
1.1665833333333333,24.0,0.0,0.05
1.5918333333333334,24.0,0.1,0.05
1.4791666666666667,24.0,0.5,0.05
1.3224166666666666,24.0,1.0,0.05
1.60584,25.0,0.0,0.05
1.50976,25.0,0.1,0.05
1.6624,25.0,0.5,0.05
1.53464,25.0,1.0,0.05
1.418153846153846,26.0,0.0,0.05
1.1163076923076924,26.0,0.1,0.05
1.4988461538461537,26.0,0.5,0.05
1.8245384615384617,26.0,1.0,0.05
1.764148148148148,27.0,0.0,0.05
1.3037777777777777,27.0,0.1,0.05
1.6084444444444443,27.0,0.5,0.05
1.2983703703703702,27.0,1.0,0.05
1.5586428571428572,28.0,0.0,0.05
1.4122142857142859,28.0,0.1,0.05
1.2952857142857144,28.0,0.5,0.05
1.6001428571428573,28.0,1.0,0.05
1.6506206896551725,29.0,0.0,0.05
1.6071034482758622,29.0,0.1,0.05
1.5266206896551724,29.0,0.5,0.05
1.4789655172413794,29.0,1.0,0.05
1.5295999999999998,30.0,0.0,0.05
1.3312,30.0,0.1,0.05
1.4516,30.0,0.5,0.05
1.594,30.0,1.0,0.05
0.49720000000000003,5.0,0.0,0.01
0.8603999999999999,5.0,0.1,0.01
0.8488,5.0,0.5,0.01
0.8108000000000001,5.0,1.0,0.01
0.7320000000000001,6.0,0.0,0.01
0.41733333333333333,6.0,0.1,0.01
1.6736666666666666,6.0,0.5,0.01
0.976,6.0,1.0,0.01
0.6534285714285714,7.0,0.0,0.01
0.41285714285714287,7.0,0.1,0.01
0.5437142857142857,7.0,0.5,0.01
1.7177142857142855,7.0,1.0,0.01
0.43125,8.0,0.0,0.01
0.3485,8.0,0.1,0.01
1.9165,8.0,0.5,0.01
2.0,8.0,1.0,0.01
0.35200000000000004,9.0,0.0,0.01
0.8075555555555556,9.0,0.1,0.01
1.6557777777777778,9.0,0.5,0.01
1.857111111111111,9.0,1.0,0.01
0.20739999999999997,10.0,0.0,0.01
0.3096,10.0,0.1,0.01
1.5828,10.0,0.5,0.01
1.5310000000000001,10.0,1.0,0.01
0.27,11.0,0.0,0.01
1.3492727272727274,11.0,0.1,0.01
1.2818181818181817,11.0,0.5,0.01
1.7583636363636364,11.0,1.0,0.01
0.2861666666666667,12.0,0.0,0.01
1.5039999999999998,12.0,0.1,0.01
1.7041666666666666,12.0,0.5,0.01
1.39,12.0,1.0,0.01
0.3269230769230769,13.0,0.0,0.01
1.360923076923077,13.0,0.1,0.01
1.7349230769230768,13.0,0.5,0.01
1.8204615384615386,13.0,1.0,0.01
1.5427142857142857,14.0,0.0,0.01
1.4708571428571429,14.0,0.1,0.01
0.9932857142857143,14.0,0.5,0.01
1.7412857142857143,14.0,1.0,0.01
1.0785333333333333,15.0,0.0,0.01
1.4520000000000002,15.0,0.1,0.01
0.9348,15.0,0.5,0.01
1.5570666666666668,15.0,1.0,0.01
1.313625,16.0,0.0,0.01
1.503125,16.0,0.1,0.01
1.588625,16.0,0.5,0.01
1.401,16.0,1.0,0.01
1.6288235294117648,17.0,0.0,0.01
1.7132941176470589,17.0,0.1,0.01
1.3261176470588236,17.0,0.5,0.01
1.418235294117647,17.0,1.0,0.01
1.9904444444444447,18.0,0.0,0.01
1.4153333333333333,18.0,0.1,0.01
1.1825555555555556,18.0,0.5,0.01
1.5053333333333334,18.0,1.0,0.01
1.5394736842105263,19.0,0.0,0.01
1.4468421052631577,19.0,0.1,0.01
1.3969473684210527,19.0,0.5,0.01
1.4130526315789473,19.0,1.0,0.01
1.4644,20.0,0.0,0.01
1.3205,20.0,0.1,0.01
1.5148,20.0,0.5,0.01
1.226,20.0,1.0,0.01
1.4262857142857144,21.0,0.0,0.01
1.6225714285714286,21.0,0.1,0.01
1.7121904761904763,21.0,0.5,0.01
1.5327619047619048,21.0,1.0,0.01
1.2743636363636364,22.0,0.0,0.01
1.7121818181818182,22.0,0.1,0.01
1.3594545454545455,22.0,0.5,0.01
1.4762727272727274,22.0,1.0,0.01
1.6095652173913044,23.0,0.0,0.01
1.7973913043478262,23.0,0.1,0.01
1.8051304347826087,23.0,0.5,0.01
1.3917391304347826,23.0,1.0,0.01
1.66575,24.0,0.0,0.01
1.4168333333333332,24.0,0.1,0.01
1.3795,24.0,0.5,0.01
1.4993333333333334,24.0,1.0,0.01
1.87976,25.0,0.0,0.01
1.5065600000000001,25.0,0.1,0.01
1.56264,25.0,0.5,0.01
1.4186400000000001,25.0,1.0,0.01
1.393846153846154,26.0,0.0,0.01
1.5583846153846155,26.0,0.1,0.01
1.541923076923077,26.0,0.5,0.01
1.5428461538461538,26.0,1.0,0.01
1.522148148148148,27.0,0.0,0.01
1.4788148148148148,27.0,0.1,0.01
1.196074074074074,27.0,0.5,0.01
0.9994074074074075,27.0,1.0,0.01
1.4987142857142857,28.0,0.0,0.01
1.3445,28.0,0.1,0.01
1.3670714285714285,28.0,0.5,0.01
1.4524285714285714,28.0,1.0,0.01
1.5146896551724138,29.0,0.0,0.01
1.5302758620689656,29.0,0.1,0.01
1.6560689655172416,29.0,0.5,0.01
1.1962758620689655,29.0,1.0,0.01
1.2198,30.0,0.0,0.01
1.7238666666666667,30.0,0.1,0.01
1.5512000000000001,30.0,0.5,0.01
1.3328,30.0,1.0,0.01
0.4404,5.0,0.0,0.025
0.3176,5.0,0.1,0.025
0.3348,5.0,0.5,0.025
0.3088,5.0,1.0,0.025
0.36433333333333334,6.0,0.0,0.025
0.14833333333333334,6.0,0.1,0.025
0.691,6.0,0.5,0.025
0.7053333333333334,6.0,1.0,0.025
0.3217142857142857,7.0,0.0,0.025
0.39599999999999996,7.0,0.1,0.025
0.298,7.0,0.5,0.025
0.7574285714285713,7.0,1.0,0.025
0.28125,8.0,0.0,0.025
0.11125,8.0,0.1,0.025
0.28725,8.0,0.5,0.025
0.26875,8.0,1.0,0.025
0.2466666666666667,9.0,0.0,0.025
0.194,9.0,0.1,0.025
0.6662222222222223,9.0,0.5,0.025
0.7028888888888889,9.0,1.0,0.025
0.24820000000000003,10.0,0.0,0.025
0.2028,10.0,0.1,0.025
0.41,10.0,0.5,0.025
1.6052,10.0,1.0,0.025
0.20072727272727275,11.0,0.0,0.025
0.047636363636363636,11.0,0.1,0.025
0.26145454545454544,11.0,0.5,0.025
1.1081818181818182,11.0,1.0,0.025
0.011833333333333333,12.0,0.0,0.025
0.154,12.0,0.1,0.025
1.6656666666666666,12.0,0.5,0.025
1.2483333333333333,12.0,1.0,0.025
0.07523076923076923,13.0,0.0,0.025
1.4489230769230768,13.0,0.1,0.025
1.131076923076923,13.0,0.5,0.025
1.4472307692307693,13.0,1.0,0.025
0.065,14.0,0.0,0.025
1.6755714285714285,14.0,0.1,0.025
1.6561428571428571,14.0,0.5,0.025
1.4915714285714288,14.0,1.0,0.025
1.738,15.0,0.0,0.025
1.9218666666666666,15.0,0.1,0.025
1.9090666666666667,15.0,0.5,0.025
1.4418666666666666,15.0,1.0,0.025
1.187125,16.0,0.0,0.025
1.441875,16.0,0.1,0.025
1.268125,16.0,0.5,0.025
1.48175,16.0,1.0,0.025
1.4922352941176469,17.0,0.0,0.025
1.2121176470588235,17.0,0.1,0.025
1.6268235294117646,17.0,0.5,0.025
1.4930588235294118,17.0,1.0,0.025
1.3443333333333334,18.0,0.0,0.025
1.694888888888889,18.0,0.1,0.025
1.9888888888888887,18.0,0.5,0.025
1.8327777777777778,18.0,1.0,0.025
1.4178947368421053,19.0,0.0,0.025
1.857894736842105,19.0,0.1,0.025
1.106421052631579,19.0,0.5,0.025
1.6791578947368422,19.0,1.0,0.025
1.5028000000000001,20.0,0.0,0.025
1.4930999999999999,20.0,0.1,0.025
1.5002,20.0,0.5,0.025
1.627,20.0,1.0,0.025
1.3513333333333333,21.0,0.0,0.025
1.4274285714285715,21.0,0.1,0.025
1.6282857142857143,21.0,0.5,0.025
1.6084761904761904,21.0,1.0,0.025
1.0923636363636364,22.0,0.0,0.025
1.6256363636363638,22.0,0.1,0.025
1.4547272727272726,22.0,0.5,0.025
1.515090909090909,22.0,1.0,0.025
1.4135652173913045,23.0,0.0,0.025
1.639913043478261,23.0,0.1,0.025
1.6576521739130434,23.0,0.5,0.025
1.4404347826086958,23.0,1.0,0.025
1.5015,24.0,0.0,0.025
1.4124166666666669,24.0,0.1,0.025
1.3084166666666668,24.0,0.5,0.025
1.1114166666666667,24.0,1.0,0.025
1.7036000000000002,25.0,0.0,0.025
1.4836,25.0,0.1,0.025
1.55304,25.0,0.5,0.025
1.52064,25.0,1.0,0.025
1.387230769230769,26.0,0.0,0.025
1.258,26.0,0.1,0.025
1.3896923076923076,26.0,0.5,0.025
1.7124615384615385,26.0,1.0,0.025
1.6067407407407406,27.0,0.0,0.025
1.6497037037037037,27.0,0.1,0.025
1.343185185185185,27.0,0.5,0.025
1.3257777777777777,27.0,1.0,0.025
1.6327142857142858,28.0,0.0,0.025
1.5252142857142859,28.0,0.1,0.025
1.6522857142857144,28.0,0.5,0.025
1.3572857142857142,28.0,1.0,0.025
1.423241379310345,29.0,0.0,0.025
1.5302758620689656,29.0,0.1,0.025
1.416551724137931,29.0,0.5,0.025
1.794413793103448,29.0,1.0,0.025
1.4120666666666668,30.0,0.0,0.025
1.6303333333333332,30.0,0.1,0.025
1.5965333333333334,30.0,0.5,0.025
1.4921333333333335,30.0,1.0,0.025
0.3776,5.0,0.0,0.05
0.0888,5.0,0.1,0.05
0.4064,5.0,0.5,0.05
0.1944,5.0,1.0,0.05
0.3496666666666666,6.0,0.0,0.05
0.4096666666666667,6.0,0.1,0.05
0.25533333333333336,6.0,0.5,0.05
0.17900000000000002,6.0,1.0,0.05
0.07571428571428572,7.0,0.0,0.05
0.3137142857142857,7.0,0.1,0.05
0.2888571428571428,7.0,0.5,0.05
0.30514285714285716,7.0,1.0,0.05
0.14475,8.0,0.0,0.05
0.2605,8.0,0.1,0.05
0.278,8.0,0.5,0.05
0.497,8.0,1.0,0.05
0.1842222222222222,9.0,0.0,0.05
0.23755555555555555,9.0,0.1,0.05
0.4826666666666667,9.0,0.5,0.05
0.23377777777777778,9.0,1.0,0.05
0.24300000000000002,10.0,0.0,0.05
0.2318,10.0,0.1,0.05
0.197,10.0,0.5,0.05
0.33740000000000003,10.0,1.0,0.05
0.0870909090909091,11.0,0.0,0.05
0.1998181818181818,11.0,0.1,0.05
0.3634545454545455,11.0,0.5,0.05
0.34909090909090906,11.0,1.0,0.05
0.18116666666666667,12.0,0.0,0.05
0.17416666666666666,12.0,0.1,0.05
0.33516666666666667,12.0,0.5,0.05
1.1241666666666668,12.0,1.0,0.05
0.17707692307692308,13.0,0.0,0.05
0.16599999999999998,13.0,0.1,0.05
0.31430769230769234,13.0,0.5,0.05
1.8081538461538462,13.0,1.0,0.05
1.0595714285714286,14.0,0.0,0.05
0.15585714285714286,14.0,0.1,0.05
1.4554285714285715,14.0,0.5,0.05
1.0154285714285713,14.0,1.0,0.05
0.08906666666666667,15.0,0.0,0.05
1.5513333333333332,15.0,0.1,0.05
1.5746666666666667,15.0,0.5,0.05
1.7966666666666666,15.0,1.0,0.05
1.535,16.0,0.0,0.05
1.503625,16.0,0.1,0.05
1.61925,16.0,0.5,0.05
1.479875,16.0,1.0,0.05
1.3718823529411763,17.0,0.0,0.05
1.4778823529411764,17.0,0.1,0.05
1.667529411764706,17.0,0.5,0.05
1.6324705882352941,17.0,1.0,0.05
1.6925555555555556,18.0,0.0,0.05
1.4248888888888889,18.0,0.1,0.05
1.7616666666666667,18.0,0.5,0.05
1.4363333333333332,18.0,1.0,0.05
1.1128421052631579,19.0,0.0,0.05
1.3705263157894736,19.0,0.1,0.05
1.5785263157894738,19.0,0.5,0.05
1.2692631578947369,19.0,1.0,0.05
1.3837,20.0,0.0,0.05
1.3526,20.0,0.1,0.05
1.3217,20.0,0.5,0.05
1.5987,20.0,1.0,0.05
1.2944761904761906,21.0,0.0,0.05
1.8929523809523812,21.0,0.1,0.05
1.6203809523809523,21.0,0.5,0.05
1.395047619047619,21.0,1.0,0.05
1.5284545454545453,22.0,0.0,0.05
1.383181818181818,22.0,0.1,0.05
1.5740909090909092,22.0,0.5,0.05
1.5730909090909089,22.0,1.0,0.05
1.3780869565217393,23.0,0.0,0.05
1.4508695652173913,23.0,0.1,0.05
1.567391304347826,23.0,0.5,0.05
1.3978260869565218,23.0,1.0,0.05
1.6683333333333332,24.0,0.0,0.05
1.5306666666666666,24.0,0.1,0.05
1.6534166666666668,24.0,0.5,0.05
1.7526666666666666,24.0,1.0,0.05
1.7026400000000002,25.0,0.0,0.05
1.3456800000000002,25.0,0.1,0.05
1.3213599999999999,25.0,0.5,0.05
1.5518399999999999,25.0,1.0,0.05
1.3382307692307691,26.0,0.0,0.05
1.259923076923077,26.0,0.1,0.05
1.4254615384615383,26.0,0.5,0.05
1.4453076923076924,26.0,1.0,0.05
1.5216296296296297,27.0,0.0,0.05
1.563925925925926,27.0,0.1,0.05
1.6494074074074074,27.0,0.5,0.05
1.468074074074074,27.0,1.0,0.05
1.3422142857142858,28.0,0.0,0.05
1.106857142857143,28.0,0.1,0.05
1.5422142857142858,28.0,0.5,0.05
1.6762857142857144,28.0,1.0,0.05
1.5518620689655171,29.0,0.0,0.05
1.4593793103448276,29.0,0.1,0.05
1.4212413793103449,29.0,0.5,0.05
1.5989655172413793,29.0,1.0,0.05
1.5718,30.0,0.0,0.05
1.6012666666666666,30.0,0.1,0.05
1.5097999999999998,30.0,0.5,0.05
1.6920666666666666,30.0,1.0,0.05
0.8156000000000001,5.0,0.0,0.01
0.8516,5.0,0.1,0.01
0.682,5.0,0.5,0.01
0.6512,5.0,1.0,0.01
0.3933333333333333,6.0,0.0,0.01
0.727,6.0,0.1,0.01
0.7093333333333334,6.0,0.5,0.01
1.594,6.0,1.0,0.01
0.2888571428571428,7.0,0.0,0.01
0.31971428571428573,7.0,0.1,0.01
0.6662857142857143,7.0,0.5,0.01
0.9262857142857143,7.0,1.0,0.01
0.4615,8.0,0.0,0.01
0.41575,8.0,0.1,0.01
0.47875,8.0,0.5,0.01
1.3545,8.0,1.0,0.01
0.32022222222222224,9.0,0.0,0.01
0.6615555555555556,9.0,0.1,0.01
1.466222222222222,9.0,0.5,0.01
0.7435555555555555,9.0,1.0,0.01
0.2602,10.0,0.0,0.01
1.4464000000000001,10.0,0.1,0.01
1.5996000000000001,10.0,0.5,0.01
1.3922,10.0,1.0,0.01
0.3730909090909091,11.0,0.0,0.01
1.3947272727272728,11.0,0.1,0.01
1.1021818181818182,11.0,0.5,0.01
0.9636363636363636,11.0,1.0,0.01
1.3076666666666668,12.0,0.0,0.01
1.9083333333333332,12.0,0.1,0.01
1.3523333333333334,12.0,0.5,0.01
1.2801666666666667,12.0,1.0,0.01
1.418923076923077,13.0,0.0,0.01
1.315076923076923,13.0,0.1,0.01
1.3266153846153845,13.0,0.5,0.01
1.526923076923077,13.0,1.0,0.01
1.4304285714285714,14.0,0.0,0.01
1.3782857142857143,14.0,0.1,0.01
1.3364285714285715,14.0,0.5,0.01
1.629,14.0,1.0,0.01
1.7741333333333331,15.0,0.0,0.01
1.5605333333333333,15.0,0.1,0.01
1.4552,15.0,0.5,0.01
1.3568,15.0,1.0,0.01
1.499375,16.0,0.0,0.01
1.416125,16.0,0.1,0.01
1.276875,16.0,0.5,0.01
1.255875,16.0,1.0,0.01
1.6090588235294117,17.0,0.0,0.01
1.5468235294117647,17.0,0.1,0.01
1.3212941176470587,17.0,0.5,0.01
1.534470588235294,17.0,1.0,0.01
1.7022222222222223,18.0,0.0,0.01
1.6665555555555556,18.0,0.1,0.01
1.8861111111111113,18.0,0.5,0.01
1.6420000000000001,18.0,1.0,0.01
1.452421052631579,19.0,0.0,0.01
1.7203157894736842,19.0,0.1,0.01
1.5124210526315789,19.0,0.5,0.01
1.3871578947368421,19.0,1.0,0.01
1.411,20.0,0.0,0.01
1.7247,20.0,0.1,0.01
1.3376,20.0,0.5,0.01
1.1263999999999998,20.0,1.0,0.01
1.2405714285714287,21.0,0.0,0.01
1.388952380952381,21.0,0.1,0.01
1.3374285714285714,21.0,0.5,0.01
1.4431428571428573,21.0,1.0,0.01
1.3818181818181818,22.0,0.0,0.01
1.2108181818181818,22.0,0.1,0.01
1.4536363636363636,22.0,0.5,0.01
1.561181818181818,22.0,1.0,0.01
1.4744347826086956,23.0,0.0,0.01
1.432173913043478,23.0,0.1,0.01
1.585217391304348,23.0,0.5,0.01
1.485913043478261,23.0,1.0,0.01
1.4178333333333333,24.0,0.0,0.01
1.57725,24.0,0.1,0.01
1.7980833333333335,24.0,0.5,0.01
1.7686666666666666,24.0,1.0,0.01
1.39672,25.0,0.0,0.01
