gamma,l,kappa
0.4444444444444445,90.0,12.0
0.4333333333333333,90.0,14.0
0.4222222222222222,90.0,16.0
0.4,90.0,18.0
0.4444444444444445,90.0,20.0
0.4,100.0,0.0
0.45,100.0,2.0
0.44000000000000006,100.0,4.0
0.43,100.0,6.0
0.39,100.0,8.0
0.48,100.0,10.0
0.45,100.0,12.0
0.47000000000000003,100.0,14.0
0.48,100.0,16.0
0.45,100.0,18.0
0.45999999999999996,100.0,20.0
0.43636363636363634,110.0,0.0
0.4636363636363637,110.0,2.0
0.4909090909090909,110.0,4.0
0.4545454545454546,110.0,6.0
