gamma,l,rho,f0
1.6461818181818182,11.0,0.5,0.025
1.5594545454545454,11.0,1.0,0.025
0.19133333333333333,12.0,0.0,0.025
1.8096666666666668,12.0,0.1,0.025
1.2253333333333334,12.0,0.5,0.025
1.9825,12.0,1.0,0.025
0.18584615384615383,13.0,0.0,0.025
1.3132307692307692,13.0,0.1,0.025
1.4993846153846155,13.0,0.5,0.025
1.7124615384615385,13.0,1.0,0.025
1.701,14.0,0.0,0.025
1.612,14.0,0.1,0.025
1.3317142857142856,14.0,0.5,0.025
1.53,14.0,1.0,0.025
1.5774666666666666,15.0,0.0,0.025
1.72,15.0,0.1,0.025
1.7152,15.0,0.5,0.025
1.8190666666666668,15.0,1.0,0.025
1.1035,16.0,0.0,0.025
1.604875,16.0,0.1,0.025
1.2575,16.0,0.5,0.025
1.509875,16.0,1.0,0.025
1.6051764705882352,17.0,0.0,0.025
1.7140000000000002,17.0,0.1,0.025
1.874,17.0,0.5,0.025
1.1905882352941175,17.0,1.0,0.025
1.332888888888889,18.0,0.0,0.025
1.3117777777777777,18.0,0.1,0.025
1.1144444444444443,18.0,0.5,0.025
1.4575555555555555,18.0,1.0,0.025
1.7794736842105265,19.0,0.0,0.025
1.5682105263157895,19.0,0.1,0.025
1.4206315789473685,19.0,0.5,0.025
1.683578947368421,19.0,1.0,0.025
1.5724,20.0,0.0,0.025
1.4139,20.0,0.1,0.025
1.6497,20.0,0.5,0.025
1.6336,20.0,1.0,0.025
1.3341904761904761,21.0,0.0,0.025
1.7293333333333334,21.0,0.1,0.025
1.4075238095238096,21.0,0.5,0.025
1.3328571428571427,21.0,1.0,0.025
1.5479999999999998,22.0,0.0,0.025
1.4525454545454546,22.0,0.1,0.025
1.4453636363636362,22.0,0.5,0.025
1.6936363636363636,22.0,1.0,0.025
1.2460869565217392,23.0,0.0,0.025
1.5091304347826087,23.0,0.1,0.025
1.498,23.0,0.5,0.025
1.6313043478260871,23.0,1.0,0.025
1.3150833333333334,24.0,0.0,0.025
1.2545833333333334,24.0,0.1,0.025
1.5005,24.0,0.5,0.025
1.6625833333333333,24.0,1.0,0.025
1.28904,25.0,0.0,0.025
1.67936,25.0,0.1,0.025
1.4408,25.0,0.5,0.025
1.53256,25.0,1.0,0.025
1.5621538461538462,26.0,0.0,0.025
1.8628461538461538,26.0,0.1,0.025
1.299,26.0,0.5,0.025
1.604153846153846,26.0,1.0,0.025
1.4782962962962964,27.0,0.0,0.025
1.6668148148148147,27.0,0.1,0.025
1.5105925925925927,27.0,0.5,0.025
1.6134814814814815,27.0,1.0,0.025
1.5721428571428573,28.0,0.0,0.025
1.4194285714285715,28.0,0.1,0.025
1.5838571428571429,28.0,0.5,0.025
1.5187142857142857,28.0,1.0,0.025
1.323310344827586,29.0,0.0,0.025
1.4587586206896552,29.0,0.1,0.025
1.5218620689655173,29.0,0.5,0.025
1.608689655172414,29.0,1.0,0.025
1.5248666666666668,30.0,0.0,0.025
1.3978666666666666,30.0,0.1,0.025
1.5086000000000002,30.0,0.5,0.025
1.7238666666666667,30.0,1.0,0.025
0.1268,5.0,0.0,0.05
1.228,5.0,0.1,0.05
1.5904,5.0,0.5,0.05
1.8359999999999999,5.0,1.0,0.05
0.4136666666666667,6.0,0.0,0.05
1.4673333333333334,6.0,0.1,0.05
1.5046666666666668,6.0,0.5,0.05
1.3326666666666667,6.0,1.0,0.05
0.32399999999999995,7.0,0.0,0.05
1.7579999999999998,7.0,0.1,0.05
1.695142857142857,7.0,0.5,0.05
1.6862857142857144,7.0,1.0,0.05
0.25725,8.0,0.0,0.05
1.42625,8.0,0.1,0.05
1.249,8.0,0.5,0.05
1.69075,8.0,1.0,0.05
0.06222222222222223,9.0,0.0,0.05
1.4353333333333333,9.0,0.1,0.05
1.6928888888888889,9.0,0.5,0.05
1.4400000000000002,9.0,1.0,0.05
0.094,10.0,0.0,0.05
1.6920000000000002,10.0,0.1,0.05
1.466,10.0,0.5,0.05
1.5088,10.0,1.0,0.05
0.0669090909090909,11.0,0.0,0.05
1.2476363636363637,11.0,0.1,0.05
1.5572727272727271,11.0,0.5,0.05
1.4910909090909092,11.0,1.0,0.05
0.07483333333333334,12.0,0.0,0.05
1.3811666666666669,12.0,0.1,0.05
1.6583333333333332,12.0,0.5,0.05
1.6363333333333332,12.0,1.0,0.05
0.14307692307692307,13.0,0.0,0.05
1.2975384615384615,13.0,0.1,0.05
1.4726153846153844,13.0,0.5,0.05
1.6467692307692308,13.0,1.0,0.05
0.15214285714285714,14.0,0.0,0.05
1.9958571428571428,14.0,0.1,0.05
1.5355714285714286,14.0,0.5,0.05
1.2117142857142855,14.0,1.0,0.05
1.3937333333333333,15.0,0.0,0.05
1.1642666666666666,15.0,0.1,0.05
1.3752,15.0,0.5,0.05
1.5336,15.0,1.0,0.05
1.675625,16.0,0.0,0.05
1.63425,16.0,0.1,0.05
1.71325,16.0,0.5,0.05
1.377,16.0,1.0,0.05
1.3109411764705883,17.0,0.0,0.05
1.7065882352941177,17.0,0.1,0.05
1.2056470588235293,17.0,0.5,0.05
1.5028235294117647,17.0,1.0,0.05
1.6313333333333333,18.0,0.0,0.05
1.4661111111111111,18.0,0.1,0.05
1.5086666666666666,18.0,0.5,0.05
1.621,18.0,1.0,0.05
1.624421052631579,19.0,0.0,0.05
1.3128421052631578,19.0,0.1,0.05
1.4736842105263157,19.0,0.5,0.05
1.2718947368421052,19.0,1.0,0.05
1.797,20.0,0.0,0.05
1.2938,20.0,0.1,0.05
1.2839,20.0,0.5,0.05
1.6009,20.0,1.0,0.05
1.635904761904762,21.0,0.0,0.05
1.4356190476190476,21.0,0.1,0.05
1.6424761904761904,21.0,0.5,0.05
1.5152380952380953,21.0,1.0,0.05
1.2434545454545456,22.0,0.0,0.05
1.4165454545454546,22.0,0.1,0.05
1.7275454545454545,22.0,0.5,0.05
1.7032727272727273,22.0,1.0,0.05
1.6506956521739131,23.0,0.0,0.05
1.5274782608695652,23.0,0.1,0.05
1.462,23.0,0.5,0.05
1.8996521739130434,23.0,1.0,0.05
1.6656666666666666,24.0,0.0,0.05
1.5662500000000001,24.0,0.1,0.05
1.4160833333333331,24.0,0.5,0.05
1.4945000000000002,24.0,1.0,0.05
1.3647200000000002,25.0,0.0,0.05
1.7543199999999999,25.0,0.1,0.05
1.3356000000000001,25.0,0.5,0.05
1.54232,25.0,1.0,0.05
1.6096923076923075,26.0,0.0,0.05
1.7333076923076924,26.0,0.1,0.05
1.4027692307692308,26.0,0.5,0.05
1.2003846153846154,26.0,1.0,0.05
1.6036296296296297,27.0,0.0,0.05
1.2311111111111113,27.0,0.1,0.05
1.308,27.0,0.5,0.05
1.4657037037037037,27.0,1.0,0.05
1.0524285714285715,28.0,0.0,0.05
1.4007857142857143,28.0,0.1,0.05
1.2300714285714285,28.0,0.5,0.05
1.201,28.0,1.0,0.05
1.7228275862068967,29.0,0.0,0.05
1.8675172413793104,29.0,0.1,0.05
1.8620689655172413,29.0,0.5,0.05
1.365655172413793,29.0,1.0,0.05
1.5686666666666667,30.0,0.0,0.05
1.2095999999999998,30.0,0.1,0.05
1.6032666666666666,30.0,0.5,0.05
1.4671333333333334,30.0,1.0,0.05
0.9252,5.0,0.0,0.01
1.016,5.0,0.1,0.01
1.7988,5.0,0.5,0.01
1.2932000000000001,5.0,1.0,0.01
0.391,6.0,0.0,0.01
1.461,6.0,0.1,0.01
1.5806666666666667,6.0,0.5,0.01
1.6673333333333333,6.0,1.0,0.01
0.6125714285714287,7.0,0.0,0.01
1.625142857142857,7.0,0.1,0.01
1.6711428571428573,7.0,0.5,0.01
0.8645714285714285,7.0,1.0,0.01
0.2135,8.0,0.0,0.01
1.7665,8.0,0.1,0.01
1.469,8.0,0.5,0.01
1.66225,8.0,1.0,0.01
0.2786666666666667,9.0,0.0,0.01
1.5402222222222222,9.0,0.1,0.01
1.7753333333333332,9.0,0.5,0.01
1.7417777777777779,9.0,1.0,0.01
0.4204,10.0,0.0,0.01
1.5236,10.0,0.1,0.01
1.707,10.0,0.5,0.01
1.7776,10.0,1.0,0.01
0.18072727272727274,11.0,0.0,0.01
1.1752727272727272,11.0,0.1,0.01
1.5563636363636364,11.0,0.5,0.01
1.5025454545454544,11.0,1.0,0.01
0.3045,12.0,0.0,0.01
1.6369999999999998,12.0,0.1,0.01
1.7531666666666668,12.0,0.5,0.01
1.5438333333333334,12.0,1.0,0.01
1.160923076923077,13.0,0.0,0.01
1.008,13.0,0.1,0.01
1.648153846153846,13.0,0.5,0.01
1.4836923076923076,13.0,1.0,0.01
0.2334285714285714,14.0,0.0,0.01
1.664,14.0,0.1,0.01
1.4717142857142858,14.0,0.5,0.01
1.8024285714285715,14.0,1.0,0.01
1.5805333333333331,15.0,0.0,0.01
1.6137333333333332,15.0,0.1,0.01
1.2637333333333334,15.0,0.5,0.01
1.4710666666666665,15.0,1.0,0.01
0.18075,16.0,0.0,0.01
1.099375,16.0,0.1,0.01
1.943,16.0,0.5,0.01
1.28875,16.0,1.0,0.01
1.1008235294117645,17.0,0.0,0.01
1.5888235294117647,17.0,0.1,0.01
1.598470588235294,17.0,0.5,0.01
1.5928235294117647,17.0,1.0,0.01
1.2235555555555555,18.0,0.0,0.01
1.7838888888888889,18.0,0.1,0.01
1.5659999999999998,18.0,0.5,0.01
1.4441111111111111,18.0,1.0,0.01
1.263684210526316,19.0,0.0,0.01
1.6005263157894738,19.0,0.1,0.01
1.6895789473684208,19.0,0.5,0.01
1.5757894736842106,19.0,1.0,0.01
1.6776,20.0,0.0,0.01
1.4124,20.0,0.1,0.01
1.7868,20.0,0.5,0.01
1.4909000000000001,20.0,1.0,0.01
1.613904761904762,21.0,0.0,0.01
1.1732380952380954,21.0,0.1,0.01
1.6887619047619047,21.0,0.5,0.01
1.7910476190476192,21.0,1.0,0.01
1.1517272727272727,22.0,0.0,0.01
1.7565454545454544,22.0,0.1,0.01
1.4505454545454546,22.0,0.5,0.01
1.681181818181818,22.0,1.0,0.01
1.5559999999999998,23.0,0.0,0.01
1.4228695652173913,23.0,0.1,0.01
1.1961739130434783,23.0,0.5,0.01
1.3495652173913044,23.0,1.0,0.01
1.4777500000000001,24.0,0.0,0.01
1.68475,24.0,0.1,0.01
1.3508333333333333,24.0,0.5,0.01
1.2616666666666667,24.0,1.0,0.01
1.05536,25.0,0.0,0.01
1.28016,25.0,0.1,0.01
1.45688,25.0,0.5,0.01
1.5561600000000002,25.0,1.0,0.01
1.1385384615384615,26.0,0.0,0.01
1.3240769230769232,26.0,0.1,0.01
1.415769230769231,26.0,0.5,0.01
1.3085384615384614,26.0,1.0,0.01
1.5000740740740741,27.0,0.0,0.01
1.565037037037037,27.0,0.1,0.01
1.4823703703703703,27.0,0.5,0.01
1.6495555555555554,27.0,1.0,0.01
1.3807142857142856,28.0,0.0,0.01
1.6337142857142857,28.0,0.1,0.01
1.526,28.0,0.5,0.01
1.316857142857143,28.0,1.0,0.01
1.4243448275862067,29.0,0.0,0.01
1.2659310344827588,29.0,0.1,0.01
1.4113793103448276,29.0,0.5,0.01
1.7518620689655173,29.0,1.0,0.01
1.3463333333333334,30.0,0.0,0.01
1.6514666666666666,30.0,0.1,0.01
1.4572,30.0,0.5,0.01
1.7444666666666668,30.0,1.0,0.01
0.024399999999999998,5.0,0.0,0.025
1.9712,5.0,0.1,0.025
1.89,5.0,0.5,0.025
1.5612,5.0,1.0,0.025
0.057666666666666665,6.0,0.0,0.025
1.131,6.0,0.1,0.025
1.4736666666666667,6.0,0.5,0.025
1.5726666666666667,6.0,1.0,0.025
0.3157142857142857,7.0,0.0,0.025
0.916,7.0,0.1,0.025
1.6334285714285712,7.0,0.5,0.025
1.4380000000000002,7.0,1.0,0.025
0.02375,8.0,0.0,0.025
1.5225,8.0,0.1,0.025
1.5225,8.0,0.5,0.025
0.906,8.0,1.0,0.025
0.2848888888888889,9.0,0.0,0.025
1.8855555555555554,9.0,0.1,0.025
0.9308888888888889,9.0,0.5,0.025
1.4402222222222223,9.0,1.0,0.025
0.1328,10.0,0.0,0.025
1.224,10.0,0.1,0.025
1.4608,10.0,0.5,0.025
1.6224,10.0,1.0,0.025
0.21054545454545454,11.0,0.0,0.025
1.316909090909091,11.0,0.1,0.025
1.6018181818181818,11.0,0.5,0.025
1.2481818181818183,11.0,1.0,0.025
0.17416666666666666,12.0,0.0,0.025
1.5093333333333332,12.0,0.1,0.025
1.641,12.0,0.5,0.025
1.3656666666666668,12.0,1.0,0.025
0.16907692307692307,13.0,0.0,0.025
1.638923076923077,13.0,0.1,0.025
1.3786153846153846,13.0,0.5,0.025
1.5695384615384615,13.0,1.0,0.025
0.16128571428571428,14.0,0.0,0.025
1.289,14.0,0.1,0.025
1.0894285714285714,14.0,0.5,0.025
1.206,14.0,1.0,0.025
0.1434666666666667,15.0,0.0,0.025
1.4222666666666666,15.0,0.1,0.025
1.5224,15.0,0.5,0.025
1.5918666666666668,15.0,1.0,0.025
1.575,16.0,0.0,0.025
1.47925,16.0,0.1,0.025
1.451875,16.0,0.5,0.025
1.1705,16.0,1.0,0.025
1.8555294117647059,17.0,0.0,0.025
1.3425882352941176,17.0,0.1,0.025
1.6118823529411765,17.0,0.5,0.025
1.5291764705882351,17.0,1.0,0.025
1.411111111111111,18.0,0.0,0.025
1.551,18.0,0.1,0.025
1.4366666666666665,18.0,0.5,0.025
1.2221111111111111,18.0,1.0,0.025
1.5287368421052632,19.0,0.0,0.025
1.4747368421052631,19.0,0.1,0.025
1.4813684210526317,19.0,0.5,0.025
1.4818947368421052,19.0,1.0,0.025
1.6242,20.0,0.0,0.025
1.6977,20.0,0.1,0.025
1.4963,20.0,0.5,0.025
1.7908000000000002,20.0,1.0,0.025
1.1362857142857141,21.0,0.0,0.025
1.2928571428571427,21.0,0.1,0.025
1.5199047619047619,21.0,0.5,0.025
1.304095238095238,21.0,1.0,0.025
1.4791818181818182,22.0,0.0,0.025
1.864090909090909,22.0,0.1,0.025
1.6824545454545456,22.0,0.5,0.025
1.579,22.0,1.0,0.025
1.3768695652173912,23.0,0.0,0.025
1.5335652173913044,23.0,0.1,0.025
0.9413913043478261,23.0,0.5,0.025
1.4077391304347826,23.0,1.0,0.025
1.8173333333333332,24.0,0.0,0.025
1.7489999999999999,24.0,0.1,0.025
1.4151666666666667,24.0,0.5,0.025
1.5779166666666666,24.0,1.0,0.025
1.53112,25.0,0.0,0.025
1.17272,25.0,0.1,0.025
1.4679200000000001,25.0,0.5,0.025
1.45064,25.0,1.0,0.025
1.4346923076923077,26.0,0.0,0.025
1.3246153846153845,26.0,0.1,0.025
1.8086923076923078,26.0,0.5,0.025
1.4621538461538461,26.0,1.0,0.025
1.2622222222222221,27.0,0.0,0.025
1.4822222222222223,27.0,0.1,0.025
1.3968148148148147,27.0,0.5,0.025
1.6593333333333333,27.0,1.0,0.025
1.3987142857142858,28.0,0.0,0.025
1.2312142857142856,28.0,0.1,0.025
1.508357142857143,28.0,0.5,0.025
1.4967857142857142,28.0,1.0,0.025
1.479448275862069,29.0,0.0,0.025
1.5015172413793103,29.0,0.1,0.025
1.3557241379310345,29.0,0.5,0.025
1.4632413793103447,29.0,1.0,0.025
1.5152666666666665,30.0,0.0,0.025
1.4084,30.0,0.1,0.025
1.252,30.0,0.5,0.025
1.3190666666666668,30.0,1.0,0.025
0.13640000000000002,5.0,0.0,0.05
1.9891999999999999,5.0,0.1,0.05
1.8676,5.0,0.5,0.05
1.5264,5.0,1.0,0.05
0.25566666666666665,6.0,0.0,0.05
1.33,6.0,0.1,0.05
0.8923333333333333,6.0,0.5,0.05
1.5766666666666669,6.0,1.0,0.05
0.31457142857142856,7.0,0.0,0.05
1.1154285714285714,7.0,0.1,0.05
1.766,7.0,0.5,0.05
1.8217142857142858,7.0,1.0,0.05
0.25825,8.0,0.0,0.05
1.25675,8.0,0.1,0.05
1.38175,8.0,0.5,0.05
1.523,8.0,1.0,0.05
0.009111111111111111,9.0,0.0,0.05
1.2617777777777777,9.0,0.1,0.05
1.1126666666666667,9.0,0.5,0.05
1.2813333333333334,9.0,1.0,0.05
0.2234,10.0,0.0,0.05
1.329,10.0,0.1,0.05
1.7760000000000002,10.0,0.5,0.05
1.4124,10.0,1.0,0.05
0.13963636363636364,11.0,0.0,0.05
1.6743636363636363,11.0,0.1,0.05
1.7167272727272727,11.0,0.5,0.05
1.3067272727272727,11.0,1.0,0.05
0.06516666666666666,12.0,0.0,0.05
1.7423333333333335,12.0,0.1,0.05
1.6488333333333334,12.0,0.5,0.05
1.3161666666666667,12.0,1.0,0.05
1.2366153846153847,13.0,0.0,0.05
1.5352307692307692,13.0,0.1,0.05
1.1806153846153846,13.0,0.5,0.05
1.6978461538461538,13.0,1.0,0.05
0.14514285714285716,14.0,0.0,0.05
1.891857142857143,14.0,0.1,0.05
1.8248571428571427,14.0,0.5,0.05
1.2714285714285716,14.0,1.0,0.05
1.4150666666666667,15.0,0.0,0.05
1.5849333333333333,15.0,0.1,0.05
1.4582666666666666,15.0,0.5,0.05
1.6582666666666666,15.0,1.0,0.05
1.395625,16.0,0.0,0.05
1.409625,16.0,0.1,0.05
1.374875,16.0,0.5,0.05
1.44975,16.0,1.0,0.05
1.6036470588235294,17.0,0.0,0.05
1.601294117647059,17.0,0.1,0.05
1.1577647058823528,17.0,0.5,0.05
1.5211764705882354,17.0,1.0,0.05
1.6588888888888889,18.0,0.0,0.05
1.6767777777777777,18.0,0.1,0.05
1.6480000000000001,18.0,0.5,0.05
1.3336666666666668,18.0,1.0,0.05
1.577157894736842,19.0,0.0,0.05
1.473578947368421,19.0,0.1,0.05
1.4597894736842105,19.0,0.5,0.05
1.6589473684210525,19.0,1.0,0.05
1.3968,20.0,0.0,0.05
1.0227,20.0,0.1,0.05
1.7517,20.0,0.5,0.05
1.6385999999999998,20.0,1.0,0.05
1.2542857142857142,21.0,0.0,0.05
1.236,21.0,0.1,0.05
1.511047619047619,21.0,0.5,0.05
1.6097142857142859,21.0,1.0,0.05
1.5853636363636363,22.0,0.0,0.05
1.452090909090909,22.0,0.1,0.05
1.3725454545454545,22.0,0.5,0.05
1.571,22.0,1.0,0.05
1.4311304347826086,23.0,0.0,0.05
1.6546956521739131,23.0,0.1,0.05
1.649391304347826,23.0,0.5,0.05
1.5718260869565217,23.0,1.0,0.05
1.2864166666666665,24.0,0.0,0.05
1.7431666666666665,24.0,0.1,0.05
1.5005,24.0,0.5,0.05
1.4124166666666669,24.0,1.0,0.05
1.47448,25.0,0.0,0.05
1.54424,25.0,0.1,0.05
1.4377600000000001,25.0,0.5,0.05
1.78728,25.0,1.0,0.05
1.6053076923076923,26.0,0.0,0.05
1.2086923076923077,26.0,0.1,0.05
1.3009230769230768,26.0,0.5,0.05
1.7645384615384616,26.0,1.0,0.05
1.5413333333333332,27.0,0.0,0.05
1.497111111111111,27.0,0.1,0.05
1.3334814814814815,27.0,0.5,0.05
1.6203703703703705,27.0,1.0,0.05
1.4386428571428571,28.0,0.0,0.05
1.6436428571428572,28.0,0.1,0.05
1.2290714285714286,28.0,0.5,0.05
1.4653571428571428,28.0,1.0,0.05
1.4608275862068965,29.0,0.0,0.05
1.366896551724138,29.0,0.1,0.05
1.5892413793103448,29.0,0.5,0.05
1.2110344827586206,29.0,1.0,0.05
1.5314666666666668,30.0,0.0,0.05
1.5440666666666667,30.0,0.1,0.05
1.5436666666666667,30.0,0.5,0.05
1.3326666666666667,30.0,1.0,0.05
0.8092,5.0,0.0,0.01
1.1228,5.0,0.1,0.01
1.2151999999999998,5.0,0.5,0.01
0.8788,5.0,1.0,0.01
0.3193333333333333,6.0,0.0,0.01
1.6666666666666667,6.0,0.1,0.01
1.836,6.0,0.5,0.01
1.6716666666666666,6.0,1.0,0.01
0.3077142857142857,7.0,0.0,0.01
1.4268571428571428,7.0,0.1,0.01
1.3931428571428572,7.0,0.5,0.01
1.6705714285714286,7.0,1.0,0.01
0.26275,8.0,0.0,0.01
1.3275,8.0,0.1,0.01
1.45175,8.0,0.5,0.01
1.46775,8.0,1.0,0.01
0.4122222222222222,9.0,0.0,0.01
1.0455555555555556,9.0,0.1,0.01
1.7666666666666666,9.0,0.5,0.01
1.596,9.0,1.0,0.01
0.2774,10.0,0.0,0.01
1.1422,10.0,0.1,0.01
1.4744,10.0,0.5,0.01
1.3538000000000001,10.0,1.0,0.01
0.3310909090909091,11.0,0.0,0.01
1.8232727272727274,11.0,0.1,0.01
1.204909090909091,11.0,0.5,0.01
1.3623636363636364,11.0,1.0,0.01
1.6341666666666665,12.0,0.0,0.01
1.3033333333333335,12.0,0.1,0.01
1.4013333333333333,12.0,0.5,0.01
1.7461666666666666,12.0,1.0,0.01
0.17123076923076924,13.0,0.0,0.01
1.2215384615384617,13.0,0.1,0.01
1.5606153846153847,13.0,0.5,0.01
1.7773846153846156,13.0,1.0,0.01
0.19085714285714286,14.0,0.0,0.01
1.4541428571428572,14.0,0.1,0.01
1.789142857142857,14.0,0.5,0.01
1.6508571428571428,14.0,1.0,0.01
1.0753333333333333,15.0,0.0,0.01
1.0884,15.0,0.1,0.01
1.2565333333333333,15.0,0.5,0.01
1.4681333333333333,15.0,1.0,0.01
1.26775,16.0,0.0,0.01
1.25275,16.0,0.1,0.01
1.493125,16.0,0.5,0.01
1.694625,16.0,1.0,0.01
1.822470588235294,17.0,0.0,0.01
1.488235294117647,17.0,0.1,0.01
1.524,17.0,0.5,0.01
1.3319999999999999,17.0,1.0,0.01
1.1745555555555556,18.0,0.0,0.01
1.351222222222222,18.0,0.1,0.01
1.7387777777777778,18.0,0.5,0.01
1.4476666666666667,18.0,1.0,0.01
1.498842105263158,19.0,0.0,0.01
1.2462105263157894,19.0,0.1,0.01
1.484842105263158,19.0,0.5,0.01
1.416736842105263,19.0,1.0,0.01
1.5126,20.0,0.0,0.01
1.6636,20.0,0.1,0.01
1.4767,20.0,0.5,0.01
1.6258,20.0,1.0,0.01
1.6441904761904762,21.0,0.0,0.01
1.4585714285714286,21.0,0.1,0.01
1.2085714285714286,21.0,0.5,0.01
1.5662857142857145,21.0,1.0,0.01
1.4143636363636363,22.0,0.0,0.01
1.2782727272727272,22.0,0.1,0.01
1.5345454545454544,22.0,0.5,0.01
1.2233636363636364,22.0,1.0,0.01
1.6514782608695653,23.0,0.0,0.01
1.6701739130434783,23.0,0.1,0.01
1.7325217391304348,23.0,0.5,0.01
1.4987826086956522,23.0,1.0,0.01
1.6018333333333334,24.0,0.0,0.01
1.4476666666666667,24.0,0.1,0.01
1.6122500000000002,24.0,0.5,0.01
1.4131666666666665,24.0,1.0,0.01
1.59744,25.0,0.0,0.01
1.348,25.0,0.1,0.01
1.57728,25.0,0.5,0.01
